company,product,regular,sale,prime,category,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
Tasty Bite,"Organic Sticky Rice, 8.8 oz",2.69,2.5,2.25,pantry_essentials,0.071,0.164,0.093,10% to 20%,Rice
bionaturæ,"Organic Strained Tomatoes, 24 oz",3.99,2.69,2.42,pantry_essentials,0.326,0.393,0.067,30% to 40%,Tomato
Jovial,"Organic Diced Tomatoes, 18.3 oz",4.29,3,2.7,pantry_essentials,0.301,0.371,0.07,30% to 40%,Tomato
Jovial,"Organic Whole Peeled Tomatoes, 18.3 oz",4.29,3,2.7,pantry_essentials,0.301,0.371,0.07,30% to 40%,Tomato
Jovial,"Organic Crushed Tomatoes, 18.3 oz",4.29,3,2.7,pantry_essentials,0.301,0.371,0.07,30% to 40%,Tomato
Rao's Homemade,"Organic Italian Peeled Tomatoes, 28 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Tomato
Organico Bello,"Organic Strained Passata Tomatoes, 24 oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Tomato
Premium,"Organic Chopped Tomatoes, 28 oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Tomato
Organico Bello,"Organic Chopped Tomatoes, 14.28 oz",2.99,2.49,2.24,pantry_essentials,0.167,0.251,0.084,20% to 30%,Tomato
Divina,"Roasted Red Tomatoes, 9 oz",5.99,4.99,4.49,pantry_essentials,0.167,0.25,0.083,20% to 30%,Tomato
Bertagni,"Fire Roasted Heirloom Tomato, Mozzarella and Basil Ravioli",7.99,6.99,6.29,pantry_essentials,0.125,0.213,0.088,20% to 30%,Tomato
bionaturæ,"Organic Crushed Tomatoes, 28.2 oz",4.49,2.99,2.69,pantry_essentials,0.334,0.401,0.067,40% to 50%,Tomato
Organico Bello,"Organic Whole Tomatoes, 28 oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Tomato
Organico Bello,"Organic Whole Tomatoes, 14.28 oz",2.99,2.49,2.24,pantry_essentials,0.167,0.251,0.084,20% to 30%,Tomato
Ocean's Halo,"Organic and Plant-Based No Fish Broth, 32 fl oz",4.99,2.79,2.51,pantry_essentials,0.441,0.497,0.056,40% to 50%,Broth
Ocean's Halo,"Organic and Plant-Based No Beef Broth, 32 fl oz",4.99,2.79,2.51,pantry_essentials,0.441,0.497,0.056,40% to 50%,Broth
Ocean's Halo,"Organic Thai Coconut Broth, 32 fl oz",4.99,2.79,2.51,pantry_essentials,0.441,0.497,0.056,40% to 50%,Broth
Ocean's Halo,"Organic and Plant-Based No Chicken Broth, 32 fl oz",4.99,2.79,2.51,pantry_essentials,0.441,0.497,0.056,40% to 50%,Broth
Ocean's Halo,"Organic and Plant-Based Miso Broth, 32 fl oz",4.99,2.79,2.51,pantry_essentials,0.441,0.497,0.056,40% to 50%,Broth
Ocean's Halo,"Organic and Plant-Based Pho Broth, 32 fl oz",4.99,2.79,2.51,pantry_essentials,0.441,0.497,0.056,40% to 50%,Broth
Ocean's Halo,"Organic and Plant-Based Ramen Broth, 32 fl oz",4.99,2.79,2.51,pantry_essentials,0.441,0.497,0.056,40% to 50%,Broth
Bare Bones,"Organic Chicken Bone Broth, 16 oz",10.29,7.39,6.65,pantry_essentials,0.282,0.354,0.072,30% to 40%,Broth
Bare Bones,"Beef Bone Broth, 16 oz",10.29,7.39,6.65,pantry_essentials,0.282,0.354,0.072,30% to 40%,Broth
Freak Flag Organics,"Coconut Chicken Bone Broth, 16 oz",7.99,5.99,5.39,pantry_essentials,0.25,0.325,0.075,30% to 40%,Broth
Freak Flag Organics,"Lemon Chicken Bone Broth, 16 oz",7.99,5.99,5.39,pantry_essentials,0.25,0.325,0.075,30% to 40%,Broth
Bonafide Provisions,"Organic No Salt Added Vegetable Broth, 32 fl oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Broth
Bonafide Provisions,"Organic Vegetable Broth, 32 fl oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Broth
Bonafide Provisions,"Organic No Salt Added Chicken Broth, 32 fl oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Broth
Bonafide Provisions,"Organic Chicken Broth, 32 fl oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Broth
Bonafide Provisions,"Organic Lions Mane With Chicken Bone Broth Cup, 8 fl oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Broth
Bare Bones,"Chicken Broth Pantry Pack, 2.26 oz",7.99,6.39,5.75,pantry_essentials,0.2,0.28,0.08,20% to 30%,Broth
Bare Bones,"Beef Broth Pantry Pack, 2.11 oz",7.99,6.39,5.75,pantry_essentials,0.2,0.28,0.08,20% to 30%,Broth
Bonafide Provisions,"Organic Chicken Bone Broth, 24 fl oz",9.79,7.99,7.19,pantry_essentials,0.184,0.266,0.082,20% to 30%,Broth
Bonafide Provisions,"Organic Beef Bone Broth, 24 fl oz",9.79,7.99,7.19,pantry_essentials,0.184,0.266,0.082,20% to 30%,Broth
Freak Flag Organics,"Chicken Tortilla Bone Broth, 16 oz",7.99,5.99,5.39,pantry_essentials,0.25,0.325,0.075,30% to 40%,Broth
Bonafide Provisions,"Organic Chicken Bone Broth With Lemon Turmeric, 8 fl oz",5.29,3.99,3.59,pantry_essentials,0.246,0.321,0.075,30% to 40%,Broth
California Olive Ranch,"Extra Virgin Olive Oil Cold Pressed, 25.4 fl oz",20.99,12.19,10.97,pantry_essentials,0.419,0.477,0.058,40% to 50%,Oil
California Olive Ranch,California Reserve Arbequina Extra Virgin Olive Oil (500ml / 16.9oz),17.99,11.19,10.07,pantry_essentials,0.378,0.44,0.062,40% to 50%,Oil
California Olive Ranch,100% California Extra Virgin Olive Oil (1L / 33.8oz),27.99,18.69,16.82,pantry_essentials,0.332,0.399,0.067,30% to 40%,Oil
California Olive Ranch,Global Blend Extra Virgin Olive Oil (750ml / 25.4oz),14.99,10.49,9.44,pantry_essentials,0.3,0.37,0.07,30% to 40%,Oil
California Olive Ranch,Global Blend Extra Virgin Olive Oil (500ml / 16.9oz),10.49,7.49,6.74,pantry_essentials,0.286,0.357,0.071,30% to 40%,Oil
Barlean's,"Organic Lignan Rich Flax Oil, 16 fl oz",24.99,18.49,16.64,pantry_essentials,0.26,0.334,0.074,30% to 40%,Oil
California Olive Ranch,Global Blend Extra Virgin Olive Oil (1L / 33.8oz),16.79,12.49,11.24,pantry_essentials,0.256,0.331,0.075,30% to 40%,Oil
California Olive Ranch,"100% California Extra Virgin Olive Oil Spray, 5 oz",7.99,5.99,5.39,pantry_essentials,0.25,0.325,0.075,30% to 40%,Oil
Lucini,"Premium Select Extra Virgin Olive Oil, 16.9 fl oz",19.29,14.99,13.49,pantry_essentials,0.223,0.301,0.078,30% to 40%,Oil
Lucini,"Select Extra Virgin Olive Oil, 16.9 fl oz",12.99,10.49,9.44,pantry_essentials,0.192,0.273,0.081,20% to 30%,Oil
BONO,"Extra Virgin Olive Oil Sicilian Pgi Organic, 16.9 fl oz",15.99,12.99,11.69,pantry_essentials,0.188,0.269,0.081,20% to 30%,Oil
Bellucci,"Organic Premium Extra Virgin Olive Oil, 16.9 fl oz",15.79,12.99,11.69,pantry_essentials,0.177,0.26,0.083,20% to 30%,Oil
California Olive Ranch,"Avocado Oil And Extra Virgin Olive Oil Keto Blend, 16.9 fl oz",10.49,8.99,8.09,pantry_essentials,0.143,0.229,0.086,20% to 30%,Oil
Montebello,"Organic Extra Virgin Olive Oil, 16.9 fl oz",13.99,11.99,10.79,pantry_essentials,0.143,0.229,0.086,20% to 30%,Oil
Extra,"Virgin Olive Oil, 90 fl oz",17.99,15.99,14.39,pantry_essentials,0.111,0.2,0.089,10% to 20%,Oil
Sabatino Tartufi,"Organic White Truffle Oil, 3.4 fl oz",19.99,17.99,16.19,pantry_essentials,0.1,0.19,0.09,10% to 20%,Oil
Bragg Live Food Products,"Organic Extra Virgin Olive Oil, 16 fluid ounce",11.29,10.79,9.71,pantry_essentials,0.044,0.14,0.096,10% to 20%,Oil
Dr. Bronner's,"Organic Virgin Coconut Oil, 14 fl oz",11.29,10.99,9.89,pantry_essentials,0.027,0.124,0.097,10% to 20%,Oil
Lucini,"Premium Select Extra Virgin Olive Oil (750 Ml), 25.4 fl oz",29.99,17.99,16.19,pantry_essentials,0.4,0.46,0.06,40% to 50%,Oil
California Olive Ranch,California Reserve Arbosana Extra Virgin Olive Oil (500ml / 16.9oz),17.99,11.19,10.07,pantry_essentials,0.378,0.44,0.062,40% to 50%,Oil
Napa Valley,"Organic Extra Virgin Olive Oil, 25.4 fl oz",15.29,11.99,10.79,pantry_essentials,0.216,0.294,0.078,20% to 30%,Oil
Napa Valley Naturals,"Grapeseed Oil 750ml, 25.4 fl oz",9.99,7.99,7.19,pantry_essentials,0.2,0.28,0.08,20% to 30%,Oil
Lucini,"Everyday Extra Virgin Olive Oil, 1 l",20.99,17.19,15.47,pantry_essentials,0.181,0.263,0.082,20% to 30%,Oil
Dr. Bronner's,"Organic Coconut Oil, 30 fl oz",19.99,17.49,15.74,pantry_essentials,0.125,0.213,0.088,20% to 30%,Oil
Bellucci,"Toscano Pgi Organic Extra Virgin Olive Oil, 16.9 fl oz",17.49,15.49,13.94,pantry_essentials,0.114,0.203,0.089,20% to 30%,Oil
O.Live & Co,"O-Live Premium Extra Virgin Olive Oil, 25 fl oz",13.49,10.99,9.89,pantry_essentials,0.185,0.267,0.082,20% to 30%,Oil
Nunez De Prado,"Organic Spanish Extra Virgin Olive Oil, 16.9 fl oz",13.99,13.49,12.14,pantry_essentials,0.036,0.132,0.096,10% to 20%,Oil
Barbara's Bakery,"Original Puffins Cereal, 10 oz",5.29,2.99,2.69,pantry_essentials,0.435,0.491,0.056,40% to 50%,Cereal
Barbara's Bakery,"Peanut Butter Puffins Cereal, 11 oz",5.29,2.99,2.69,pantry_essentials,0.435,0.491,0.056,40% to 50%,Cereal
Barbara's Bakery,"Cinnamon Puffins Cereal, 10 oz",5.29,2.99,2.69,pantry_essentials,0.435,0.491,0.056,40% to 50%,Cereal
Barbara's Bakery,"Original Morning Oat Crunch Cereal, 14 oz",4.69,2.99,2.69,pantry_essentials,0.362,0.426,0.064,40% to 50%,Cereal
Nature's Path Organic,"Flax Plus Pumpkin Raisin Crunch Cereal, 12.3 oz",5.39,3.49,3.14,pantry_essentials,0.353,0.417,0.064,40% to 50%,Cereal
Nature's Path Organic,"Golden Turmeric Cereal, 10.6 oz",5.39,3.49,3.14,pantry_essentials,0.353,0.417,0.064,40% to 50%,Cereal
Nature's Path Organic,"Flax Plus Raisin Bran Cereal, 14 oz",5.39,3.49,3.14,pantry_essentials,0.353,0.417,0.064,40% to 50%,Cereal
Nature's Path Organic,"Smart Bran Cereal, 10.6 oz",5.29,3.49,3.14,pantry_essentials,0.34,0.406,0.066,40% to 50%,Cereal
Cascadian Farm,"Organic No Added Sugar Vanilla Crisp Cereal, 12.5 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Cereal
Cascadian Farm,"Organic Honey Vanilla Crunch Cereal, 10.5 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Cereal
Cascadian Farm,"Organic Graham Crunch Cereal, 9.6 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Cereal
Cascadian Farm,"Organic Cinnamon Crunch Cereal, 9.2 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Cereal
Cascadian Farm,"Organic Fruitful O's Cereal, 10.2 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Cereal
Cascadian Farm,"Organic Purely O's Cereal, 8.6 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Cereal
Nature's Path Organic,"Sunrise Crunchy Vanilla Cereal, 10.6 oz",4.69,3.49,3.14,pantry_essentials,0.256,0.33,0.074,30% to 40%,Cereal
Nature's Path Organic,"Sunrise Crunchy Honey Cereal, 10.6 oz",4.69,3.49,3.14,pantry_essentials,0.256,0.33,0.074,30% to 40%,Cereal
Cascadian Farm,"Organic Hearty Morning Cereal, 14.6 oz",3.99,2.99,2.69,pantry_essentials,0.251,0.326,0.075,30% to 40%,Cereal
Cascadian Farm,"Organic Raisin Bran Cereal, 12 oz",3.99,2.99,2.69,pantry_essentials,0.251,0.326,0.075,30% to 40%,Cereal
Cascadian Farm,"Sprouted Frosted Flake Cereal, 12.7 oz",3.99,2.99,2.69,pantry_essentials,0.251,0.326,0.075,30% to 40%,Cereal
Nature's Path Organic,"Organic Cinnamon Toast Cereal, 9 oz",8.99,6.99,6.29,pantry_essentials,0.222,0.3,0.078,20% to 30%,Cereal
Nature's Path Organic,"Organic Dark Chocolate Cereal, 9 oz",8.99,6.99,6.29,pantry_essentials,0.222,0.3,0.078,20% to 30%,Cereal
Nature's Path Organic,"Choco Chimps Cereal, 10 oz",3.99,3.49,3.14,pantry_essentials,0.125,0.213,0.088,20% to 30%,Cereal
Nature's Path Organic,"Koala Crisp Cereal, 11.5 oz",3.99,3.49,3.14,pantry_essentials,0.125,0.213,0.088,20% to 30%,Cereal
Nature's Path Organic,"Panda Puffs Cereal, 10 oz",3.99,3.49,3.14,pantry_essentials,0.125,0.213,0.088,20% to 30%,Cereal
Whole Foods Market,"Cereal, Protein & Fiber Crunch Honey Almond Flax, 13 oz",3.79,3.39,3.05,pantry_essentials,0.106,0.195,0.089,10% to 20%,Cereal
Ancient Harvest,"Gluten-free Quinoa Hot Cereal Flakes, 12 oz",7.99,7.19,6.47,pantry_essentials,0.1,0.19,0.09,10% to 20%,Cereal
Cascadian Farm,"Organic Climate Smart Kernza Grains Cereal, 13.3 oz",3.99,3.79,3.41,pantry_essentials,0.05,0.145,0.095,10% to 20%,Cereal
Nature's Path Organic,"Honey'd Corn Flakes Cereal, 10.6 oz",5.69,3.49,3.14,pantry_essentials,0.387,0.448,0.061,40% to 50%,Cereal
Nature's Path Organic,"Flax Plus Red Berry Crunch Cereal, 10.6 oz",5.39,3.49,3.14,pantry_essentials,0.353,0.417,0.064,40% to 50%,Cereal
Nature's Path Organic,"Flax Plus Maple Pecan Crunch Cereal, 11.5 oz",5.39,3.49,3.14,pantry_essentials,0.353,0.417,0.064,40% to 50%,Cereal
Nature's Path Organic,"Flax Plus Multibran Flakes Cereal, 13.25 oz",5.39,3.49,3.14,pantry_essentials,0.353,0.417,0.064,40% to 50%,Cereal
Cascadian Farm,"Organic Honey Nut O's, 9.5 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Cereal
Nature's Path Organic,"Heritage Crunch Cereal, 14 oz",4.49,3.49,3.14,pantry_essentials,0.223,0.301,0.078,30% to 40%,Cereal
VITABELLA,"Organic Strawberry Pillows Cereal, 10.6 oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Cereal
VITABELLA,"Organic Chocolate Hazelnut Pillows Cereal, 10.6 oz",4.99,3.99,3.59,pantry_essentials,0.2,0.281,0.081,20% to 30%,Cereal
Annie's Homegrown,"Organic Star Pasta & Chicken Soup, 14 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Soup
Annie's Homegrown,"Org Soup Bunny Pasta Chicken Broth, 14 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Soup
Annie's Homegrown,"Org Soup Creamy Tomato Bunny Pasta, 14.3 oz",4.19,2.99,2.69,pantry_essentials,0.286,0.358,0.072,30% to 40%,Soup
Banza,"Chickpea Shells Pasta, 8 oz",3.79,2.79,2.51,pantry_essentials,0.264,0.338,0.074,30% to 40%,Pasta
Banza,"Chickpea Penne Pasta, 8 oz",3.79,2.79,2.51,pantry_essentials,0.264,0.338,0.074,30% to 40%,Pasta
Banza,"Chickpea Rotini Pasta, 8 oz",3.79,2.79,2.51,pantry_essentials,0.264,0.338,0.074,30% to 40%,Pasta
Banza,"Chickpea Spaghetti Pasta, 8 oz",3.79,2.79,2.51,pantry_essentials,0.264,0.338,0.074,30% to 40%,Pasta
Banza,"Cavatappi made from Chickpeas, 8 oz",3.79,2.79,2.51,pantry_essentials,0.264,0.338,0.074,30% to 40%,Pasta
Banza,"Chickpea Linguine Pasta, 8 oz",3.79,2.79,2.51,pantry_essentials,0.264,0.338,0.074,30% to 40%,Pasta
Banza,"Chickpea Elbow Pasta, 8 oz",3.79,2.79,2.51,pantry_essentials,0.264,0.338,0.074,30% to 40%,Pasta
SUN NOODLE,"Miso Ramen Soup Mix, 13.5 oz",6.49,4.79,4.31,pantry_essentials,0.262,0.336,0.074,30% to 40%,Soup
Rao's Homemade,"Soup Chicken Noodle, 16 ounce",4.99,3.69,3.32,pantry_essentials,0.261,0.335,0.074,30% to 40%,Soup
Rao's Homemade,"Soup Rte Pasta Fagioli, 16 ounce",4.99,3.69,3.32,pantry_essentials,0.261,0.335,0.074,30% to 40%,Soup
Rao's Homemade,"Italian Wedding Soup With Meatballs, 16 oz",4.99,3.69,3.32,pantry_essentials,0.261,0.335,0.074,30% to 40%,Soup
Rao's Homemade,"Chicken And Gnocchi Italian Style Soup, 16 oz",4.99,3.69,3.32,pantry_essentials,0.261,0.335,0.074,30% to 40%,Soup
Rao's Homemade,"Vegetable Minestrone Soup, 16 oz",4.99,3.69,3.32,pantry_essentials,0.261,0.335,0.074,30% to 40%,Soup
Jovial,"100% Organic Whole Grain Capellin Brown Rice Pasta, 12 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Pasta
Jovial,"Organic Gluten Free Brown Rice Penne Rigate, 12 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Pasta
Jovial,"Fusilli, 12 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Pasta
Jovial,"Organic Gluten Free Brown Rice Spaghetti, 12 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Pasta
Jovial,"Organic Grain Free Cassava Spaghetti, 8 oz",4.19,3.19,2.87,pantry_essentials,0.239,0.315,0.076,30% to 40%,Pasta
Jovial,"Organic Gluten Free Traditional Egg Tagliatelle, 9 oz",5.49,4.19,3.77,pantry_essentials,0.237,0.313,0.076,30% to 40%,Pasta
Banza,"Plant Based Mac With Chickpea Pasta, 5.5 oz",3.99,3.19,2.87,pantry_essentials,0.201,0.281,0.08,20% to 30%,Pasta
Andean Dream,"Organic Quinoa Fusilli, 8 oz",4.69,3.79,3.41,pantry_essentials,0.192,0.273,0.081,20% to 30%,Pasta
Andean Dream,"Organic Quinoa Spaghetti, 8 oz",4.69,3.79,3.41,pantry_essentials,0.192,0.273,0.081,20% to 30%,Pasta
Andean Dream,"Organic Quinoa Macaroni, 8 oz",4.69,3.79,3.41,pantry_essentials,0.192,0.273,0.081,20% to 30%,Pasta
Andean Dream,"Organic Turmeric Quinoa Penne Pasta, 8 oz",4.69,3.79,3.41,pantry_essentials,0.192,0.273,0.081,20% to 30%,Pasta
Bonafide Provisions,"Organic Chicken Vegetable Soup, 12 oz",5.99,4.99,4.49,pantry_essentials,0.167,0.25,0.083,20% to 30%,Soup
Taste Republic,"Fettuccine Pasta, 9 oz",6.49,5.49,4.94,pantry_essentials,0.154,0.239,0.085,20% to 30%,Pasta
Taste Republic,"Gluten-free Cauliflower Linguini Pasta, 9 oz",6.49,5.49,4.94,pantry_essentials,0.154,0.239,0.085,20% to 30%,Pasta
Taste Republic,"Gluten-free Linguini Pasta, 9 oz",6.49,5.49,4.94,pantry_essentials,0.154,0.239,0.085,20% to 30%,Pasta
Taste Republic,"Gluten-free Fusilli Pasta, 9 oz",6.49,5.49,4.94,pantry_essentials,0.154,0.239,0.085,20% to 30%,Pasta
Manini's,"Gluten-free Lemon Thyme Linguini Pasta, 9 oz",6.99,5.99,5.39,pantry_essentials,0.143,0.229,0.086,20% to 30%,Pasta
Montebello,"Organic Tagliatelle, 16 oz",3.49,3,2.7,pantry_essentials,0.14,0.226,0.086,20% to 30%,Pasta
Montebello,"Organic Penne Rigate Pasta, 16 oz",3.49,3,2.7,pantry_essentials,0.14,0.226,0.086,20% to 30%,Pasta
Montebello,"Organic Fusilli, 16 oz",3.49,3,2.7,pantry_essentials,0.14,0.226,0.086,20% to 30%,Pasta
Amy's Kitchen,"Indian Golden Lentil Soup, 14.4 oz",3.49,3.19,2.87,pantry_essentials,0.086,0.178,0.092,10% to 20%,Soup
Amy's Kitchen,"Organic Light In Sodium Minestrone Soup, 14.1 oz",3.49,3.19,2.87,pantry_essentials,0.086,0.178,0.092,10% to 20%,Soup
Amy's Kitchen,"Organic Fire Roasted Southwestern Vegetable Soup, 14.3 oz",3.49,3.19,2.87,pantry_essentials,0.086,0.178,0.092,10% to 20%,Soup
Amy's Kitchen,"Organic Lentil Vegetable Soup, Light in Sodium, 14.5 oz",3.49,3.19,2.87,pantry_essentials,0.086,0.178,0.092,10% to 20%,Soup
Annie's Homegrown,"Organic Mac & Bees, 6 oz",3.19,2.5,2.25,pantry_essentials,0.216,0.295,0.079,20% to 30%,Pasta
Montebello,"Organic Farfalle Pasta, 16 oz",3.29,3,2.7,pantry_essentials,0.088,0.179,0.091,10% to 20%,Pasta
Annie's Homegrown,"Organic Vegetable Farm Shaped Pasta Soup, 14 oz",3.99,2.99,2.69,pantry_essentials,0.251,0.326,0.075,30% to 40%,Soup
Annie's Homegrown,"Organic Chicken Noodle Soup, 14 oz",3.99,2.99,2.69,pantry_essentials,0.251,0.326,0.075,30% to 40%,Soup
Bonafide Provisions,"Organic Roasted Butternut Squash Soup With Bone Broth, 12 oz",5.99,4.99,4.49,pantry_essentials,0.167,0.25,0.083,20% to 30%,Soup
Montebello,"Organic Spaghetti, 16 oz",3.49,3,2.7,pantry_essentials,0.14,0.226,0.086,20% to 30%,Pasta
Bertagni,"Porcini Mushroom And Truffle Ravioli, 8.8 oz",7.99,6.99,6.29,pantry_essentials,0.125,0.213,0.088,20% to 30%,Pasta
Bertagni,"Organic Ricotta And Spinach Girasoli, 8 oz",7.99,6.99,6.29,pantry_essentials,0.125,0.213,0.088,20% to 30%,Pasta
Divina,"Pitted Greek Mix, 6 oz",5.99,4.99,4.49,pantry_essentials,0.167,0.25,0.083,20% to 30%,Snack
Lakanto,"Cookie Mix, 6.77 oz",8.39,6.99,6.29,pantry_essentials,0.167,0.25,0.083,20% to 30%,Snack
Lakanto,"Blueberry Muffin Mix, 6.77 oz",8.29,6.99,6.29,pantry_essentials,0.157,0.241,0.084,20% to 30%,Snack
Farmer's Market Foods,"Organic Pumpkin Pie Mix, 15 oz",2.99,2.69,2.42,pantry_essentials,0.1,0.191,0.091,10% to 20%,Snack
Aleia's Gluten Free Foods,"Plain Stuffing Mix, 10 oz",5.99,5.39,4.85,pantry_essentials,0.1,0.19,0.09,10% to 20%,Snack
Aleia's Gluten Free Foods,"Savory Stuffing Mix, 10 oz",5.99,5.39,4.85,pantry_essentials,0.1,0.19,0.09,10% to 20%,Snack
CASA FORCELLO,"Strawberry Balsamic Compote, 4.94 oz",9.99,4.99,4.49,pantry_essentials,0.501,0.551,0.05,50% or more,Pantry
Cucina Antica,"La Vodka Sauce, 25 oz",7.99,4.69,4.22,pantry_essentials,0.413,0.472,0.059,40% to 50%,Sauce
Cucina Antica,"Garlic Marinara Sauce, 25 oz",7.99,4.69,4.22,pantry_essentials,0.413,0.472,0.059,40% to 50%,Sauce
Cucina Antica,"Tomato Basil Sauce, 25 oz",7.99,4.69,4.22,pantry_essentials,0.413,0.472,0.059,40% to 50%,Sauce
Annie's Homegrown,"Organic Vegan Shell Pasta & Creamy Sauce, 6 oz",4.19,2.5,2.25,pantry_essentials,0.403,0.463,0.06,40% to 50%,Sauce
Annie's Homegrown,"Organic Vegan Elbow Pasta & Creamy Sauce, 6 oz",4.19,2.5,2.25,pantry_essentials,0.403,0.463,0.06,40% to 50%,Sauce
Ocean's Halo,"Organic and Plant-Based Vegan Fish Sauce, 10.72 fl oz",4.49,2.69,2.42,pantry_essentials,0.401,0.461,0.06,40% to 50%,Sauce
Ocean's Halo,"Organic No Soy Soy-Free Sauce Less Sodium, 10 fl oz",4.49,2.69,2.42,pantry_essentials,0.401,0.461,0.06,40% to 50%,Sauce
Ocean's Halo,"Organic Soy-Free Teriyaki Sauce, 12 fl oz",5.99,3.69,3.32,pantry_essentials,0.384,0.446,0.062,40% to 50%,Sauce
Ocean's Halo,"Organic Wakame Strips, 1.76 oz",5.99,3.69,3.32,pantry_essentials,0.384,0.446,0.062,40% to 50%,Pantry
Ocean's Halo,"Organic Soy-Free Stir-fry Sauce, 12 fl oz",5.99,3.69,3.32,pantry_essentials,0.384,0.446,0.062,40% to 50%,Sauce
YO MAMAS FOODS,"Radiant Rose Tomato Sauce, 25 oz",9.49,5.99,5.39,pantry_essentials,0.369,0.432,0.063,40% to 50%,Sauce
YO MAMAS FOODS,"Fresh Tomatoes Basil Pasta Sauce, 25 oz",9.49,5.99,5.39,pantry_essentials,0.369,0.432,0.063,40% to 50%,Sauce
Monte Bene,"Tomato Basil Pasta Sauce, 24 oz",4.99,3.5,3.15,pantry_essentials,0.299,0.369,0.07,30% to 40%,Sauce
Monte Bene,"Spicy Marinara Pasta Sauce, 24 oz",4.99,3.5,3.15,pantry_essentials,0.299,0.369,0.07,30% to 40%,Sauce
Bragg Live Food Products,"Liquid Aminos, 16 fl oz",6.29,4.49,4.04,pantry_essentials,0.286,0.358,0.072,30% to 40%,Sauce
Rao's Homemade,"Rao's Specialty Foods Pizza Sauce, 13 oz",5.69,4.19,3.77,pantry_essentials,0.264,0.337,0.073,30% to 40%,Sauce
Nonna Pia's,"Classic Balsamic Glaze, 8.45 fl oz",8.79,6.49,5.84,pantry_essentials,0.262,0.336,0.074,30% to 40%,Pantry
Dandies,"Vegan Marshmallows, 10 oz",5.39,3.99,3.59,pantry_essentials,0.26,0.334,0.074,30% to 40%,Pantry
Jovial,"Brown Rice Pasta Farfalle, 12 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Pantry
Jovial,"Brown Rice Pasta Elbows, 12 oz",4.29,3.19,2.87,pantry_essentials,0.256,0.331,0.075,30% to 40%,Pantry
Rao's Homemade,"Rao's Specialty Foods Tomato Basil Sauce, 24 oz",8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Sauce
Rao's Homemade,"Tomato Herb Pasta Sauce, 24 oz",8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Sauce
Rao's Homemade,Rao's Specialty Foods Marinara Sauce (24 Oz),8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Sauce
Rao's Homemade,"Arrabbiata Sauce, 24 oz",8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Sauce
Rao's Homemade,"Roasted Garlic Sauce, 24 oz",8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Sauce
Rao's Homemade,"Sensitive Formula Marinara Sauce, 24 oz",8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Sauce
Rao's Homemade,"Vodka Sauce, 24 oz",8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Sauce
Rao's Homemade,"Bolognese Pasta Sauce, 24 oz",8.99,6.69,6.02,pantry_essentials,0.256,0.33,0.074,30% to 40%,Sauce
Cascadian Farm,"Organic Honey Almond, 14.4 oz",3.99,2.99,2.69,pantry_essentials,0.251,0.326,0.075,30% to 40%,Pantry
