,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
1707,Jason Natural Products,Power Smile Powerful Peppermint Whitening Paste,2.99,2.49,2.24,0.16722408026755853,0.25083612040133774,0.08361204013377921,25% to 50%,Paste
3,PRODUCE,Organic Tomato On The Vine,2.99,2.49,2.24,0.16722408026755853,0.25083612040133774,0.08361204013377921,25% to 50%,Tomato
1063,Liquid I.V.,Hydration Multiplier Passion Fruit Passion Fruit,2.99,2.49,2.24,0.16722408026755853,0.25083612040133774,0.08361204013377921,25% to 50%,Fruit
359,MadeGood,Mixed Berry Granola Bars,4.19,3.49,3.14,0.16706443914081148,0.2505966587112173,0.0835322195704058,25% to 50%,Bars
389,GimMe,"Organic Roasted Premium Seaweed Snack, Sea Salt, .92 Oz",4.19,3.49,3.14,0.16706443914081148,0.2505966587112173,0.0835322195704058,25% to 50%,Snack
164,MadeGood,Organic Chocolate Chip Granola Bars,4.19,3.49,3.14,0.16706443914081148,0.2505966587112173,0.0835322195704058,25% to 50%,Bars
536,MadeGood,Chocolate Banana Granola Bars,4.19,3.49,3.14,0.16706443914081148,0.2505966587112173,0.0835322195704058,25% to 50%,Bars
1734,FRESHE,Thai Sriracha,4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Sriracha
1762,Sky Valley,Organic Red Sofrito Sauce,4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Sauce
561,Horizon Organic,"Smoothie Strawberry, 6 pk",4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Strawberry
228,Lifeway,Organic Whole Milk Plain Kefir,4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Kefir
1565,FRESHE,Provence Nicoise,4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Nicoise
703,NotMilk,2% Plant Based Milk,4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Milk
138,Lifeway,Organic Lowfat Plain Kefir,4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Kefir
467,NotMilk,Whole Plant Based Milk,4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Milk
1824,Sky Valley,Green Enchilada Sauce,4.79,3.99,3.59,0.16701461377870563,0.25052192066805845,0.08350730688935282,25% to 50%,Sauce
1177,The Ginger People,Strong Ginger Rescue,5.39,4.49,4.04,0.16697588126159546,0.25046382189239325,0.08348794063079779,25% to 50%,Rescue
539,NadaMoo!,Organic Mint Chip,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chip
1817,Biena Snacks,Vegan Cheddar Baked Puffs,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Puffs
1184,Garden of Flavor,Aronia Berry Blackberry Organic Cold-Pressed Energy Elixir with Probiotics,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Elixir
549,bare snacks,Organic Fuji & Reds Apple Chips,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chips
48,SEAFOOD,Traditional Crab Cake,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Cake
525,Blendtopia,Smoothie Glow Superfood Nat,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Nat
1010,Bonafide Provisions,Organic Chicken Vegetable Soup,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Soup
1872,Biena Snacks,Vegan Ranch Baked Puffs,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Puffs
1463,Divina,Olives Blue Cheese Stuffd,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Stuffd
1839,Biena Snacks,Sea Salt Baked Puffs,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Puffs
65,MALK Organics,Oat Malk Original,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Original
810,NadaMoo!,Organic Chocolate,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chocolate
594,Birch Benders,Protein Pancake & Waffle Mix,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Pancake
1216,Sambazon,Acai Smoothie Pops - Strawberry Banana,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Banana
1708,Plantstrong,Organic Engine 2 Firehouse Chili,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chili
1507,Purely Elizabeth,Pancake Mix - Grain Free,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Free
1011,Birch Benders,Banana Paleo Pancake & Waffle Mix,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Pancake
2069,bare snacks,Organic Granny Smith Apple Chips,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chips
365,Blendtopia,Energy Superfood Smoothie Blend,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Blend
1829,AURA CACIA,Lemon Essential Oil,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Oil
1272,NadaMoo!,Birthday Cake Cookie Dough,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Dough
51,MALK Organics,Almond Malk Unsweetened Vanilla,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Vanilla
485,Blendtopia,Smoothie Detox Superfood Nat,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Nat
105,GT's Cocoyo,Organic Vanilla 8oz,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,oz
1508,MEAT,Lasagna With Sauce,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Lasagna
960,Garden of Flavor,Turmeric Ginger Organic Cold-Pressed Energy Elixir with Probiotics,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Elixir
1428,Parmela Creamery,Cheddar Slices Plant Based,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Based
1426,Purely Elizabeth,Pancake Mix - Ancient Grain,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Grain
98,GT's Cocoyo,Organic Pure 8oz,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,oz
1773,CHOCOLATE CHOCOLATE,Mini Chocolate Chip Cookies,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Cookies
1139,Sambazon,Acai Smoothie Pops - Blueberry,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Blueberry
390,Terra Chips,Sea Salt Taro Real Vegetable Chips,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chips
909,Garden of Flavor,Wheatgrass Pineapple Organic Cold-Pressed Energy Elixir with Probiotics,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Elixir
1145,Soozy's,Soozys Chocolate Chip Cookies,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Cookies
453,NadaMoo!,Organic Vanilla Bean,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Bean
468,Vital Farms,Pasteurized Liquid Whole Eggs,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Eggs
1573,Garden of Flavor,Aloe Collagen Organic Cold-Pressed Energy Elixir with Probiotics,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Elixir
766,NadaMoo!,Cookies & Crème,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Cookies
1429,Blendtopia,Green Superfood Smoothie Kit,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Kit
1553,Bonafide Provisions,Organic Roasted Butternut Squash Soup With Bone Broth,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Soup
118,Califia Farms,Protein Oat Original,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Original
1310,Soozy's,Soozy's Birthday Cake Cookies,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Cookies
36,MALK Organics,Almond Malk Unsweetened,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Unsweetened
910,Birch Benders,Gluten Free Pancake & Waffle Mix,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Pancake
623,bare snacks,Organic Cinnamon Apple Chips,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chips
1346,NadaMoo!,Starberry Cheesecake,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Cheesecake
1382,Tessemae's,Classic Ketchup,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Ketchup
1758,Plantstrong,Organic Creamy White Bean Chili,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chili
241,Vermont Creamery,Classic Chèvre Goat Cheese,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Cheese
373,Vermont Creamery,Herb Chevre Fresh Goat Cheese,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Cheese
2015,Tessemae's,Organic Mayonnaise,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Mayonnaise
1082,LesserEvil,Mini Cookies Almond Butter Chocolate Chip,5.99,4.99,4.49,0.1669449081803005,0.25041736227045075,0.08347245409015025,25% to 50%,Chip
1552,EssentialOxygen,Organic Mint Toothpaste,8.39,6.99,6.29,0.166865315852205,0.25029797377830754,0.08343265792610255,25% to 50%,Toothpaste
2025,Kite Hill,Tortellini,8.99,7.49,6.74,0.1668520578420467,0.25027808676307006,0.08342602892102335,25% to 50%,Tortellini
440,Spectrum,Organic Olive Oil Spray,8.99,7.49,6.74,0.1668520578420467,0.25027808676307006,0.08342602892102335,25% to 50%,Spray
986,Otto's Naturals,Multi-purpose Cassava Flour,8.99,7.49,6.74,0.1668520578420467,0.25027808676307006,0.08342602892102335,25% to 50%,Flour
101,Kite Hill,Ricotta Tortellini,8.99,7.49,6.74,0.1668520578420467,0.25027808676307006,0.08342602892102335,25% to 50%,Tortellini
1117,SEAFOOD,Haddock Fillet,11.99,9.99,8.99,0.16680567139282731,0.25020850708924103,0.08340283569641371,25% to 50%,Fillet
73,Kerrygold,Grass-Fed Kilaree Irish Cheddar (Aged 15 Months),11.99,9.99,8.99,0.16680567139282731,0.25020850708924103,0.08340283569641371,25% to 50%,Cheddar
280,Spectrum,Organic Canola Oil,11.99,9.99,8.99,0.16680567139282731,0.25020850708924103,0.08340283569641371,25% to 50%,Oil
1662,The Seaweed Bath Co.,Lavender Seaweed Argan Shampoo,13.79,11.49,10.34,0.16678752719361845,0.25018129079042783,0.08339376359680939,25% to 50%,Shampoo
1799,The Seaweed Bath Co.,Seaweed Argan Conditioner - Euc And Pep,13.79,11.49,10.34,0.16678752719361845,0.25018129079042783,0.08339376359680939,25% to 50%,Euc
537,SEVENTH GENERATION,Free & Clear Laundry Detergent Packs 45 Count,14.99,12.49,11.24,0.16677785190126748,0.2501667778519012,0.08338892595063374,25% to 50%,Packs
146,Bitchin' Sauce,Chipotle,5.99,5.0,4.5,0.1652754590984975,0.24874791318864775,0.08347245409015025,0% to 25%,Chipotle
417,Grillo's Pickles,Sandwich Makers Dill Pickle Slices,5.99,5.0,4.5,0.1652754590984975,0.24874791318864775,0.08347245409015025,0% to 25%,Slices
1157,Upton's Naturals,Updog Vegan Hog Dog,5.99,5.0,4.5,0.1652754590984975,0.24874791318864775,0.08347245409015025,0% to 25%,Dog
1583,BITCHIN,Chocolate Dip,5.99,5.0,4.5,0.1652754590984975,0.24874791318864775,0.08347245409015025,0% to 25%,Dip
554,Bitchin' Sauce,Cilantro Chili,5.99,5.0,4.5,0.1652754590984975,0.24874791318864775,0.08347245409015025,0% to 25%,Chili
173,Bitchin' Sauce,Original ,5.99,5.0,4.5,0.1652754590984975,0.24874791318864775,0.08347245409015025,0% to 25%,MISC
1476,Ungar's,Kids Chick'n Littles,4.79,4.0,3.6,0.16492693110647183,0.24843423799582465,0.08350730688935282,0% to 25%,Littles
1271,Dr. Praeger's,Cauliflower Veggie Burgers,4.79,4.0,3.6,0.16492693110647183,0.24843423799582465,0.08350730688935282,0% to 25%,Burgers
339,Dr. Praeger's,Sensible Foods Sweet Potato Littles,4.79,4.0,3.6,0.16492693110647183,0.24843423799582465,0.08350730688935282,0% to 25%,Littles
2009,Dr. Praeger's,Kids Kale Littles,4.79,4.0,3.6,0.16492693110647183,0.24843423799582465,0.08350730688935282,0% to 25%,Littles
309,Dr. Praeger's,Broccoli Littles,4.79,4.0,3.6,0.16492693110647183,0.24843423799582465,0.08350730688935282,0% to 25%,Littles
413,Dr. Praeger's,Spinach Littles,4.79,4.0,3.6,0.16492693110647183,0.24843423799582465,0.08350730688935282,0% to 25%,Littles
12,JUST Egg,Just Egg,4.19,3.5,3.15,0.1646778042959428,0.2482100238663485,0.08353221957040569,0% to 25%,Egg
1441,MatchaBar,Mango Matcha Hustle,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Hustle
430,Hilary's,Organic World's Best Veggie Burger,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Burger
1292,Keto Krisp™,Protein Bar,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bar
1868,BHU FOODS,Organic Chocolate Chip Cookie Dough Bar,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bar
1355,Chameleon Cold-Brew,Organic Maple Oat Milk Latte,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Latte
476,HOPLARK,The Calm One Sparkling Hoptea,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Hoptea
1257,Dr. Praeger's,Buffalo Chick'n Sliders,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Sliders
381,Boulder Canyon Foods,Avocado Oil Canyon Cut Sea Salt & Cracked Pepper Potato Chips,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Salt
1413,Dr. Praeger's,Perfect Burger Sliders,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Sliders
1349,Chameleon Cold-Brew,Organic Dark Chocolate Oat Milk Latte,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Latte
1470,Simply Gum,Ginger Natural Chewing Gum,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Gum
1421,MatchaBar,Sparkling Mint Hustle Matcha Energy Drink,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Drink
938,LifeAid,Fitaid Zero Citrus Medley,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Medley
520,Hiball Energy,Peach Sparkling Energy Water,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Water
368,Hiball Energy,Lemon Lime Sparkling Energy Water,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Water
1503,Keto Krisp™,Almond Butter Blackberry Jelly Protein Bar Single,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Single
1859,BHU FOODS,Peanut Butter Chocolate Chip Cookie Dough Bar,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bar
1187,Simply Gum,Peppermint Mints,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Mints
617,HOPLARK,Citra Bomb One Sparkling Hop Tea,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bomb
86,Boulder Canyon,Avocado Oil Sea Salt Potato Chips,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Chips
954,Hilary's,Organic Black Rice Veggie Burger,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Burger
1698,Evolve,Plant-Based Protein Shake Vanilla Bean,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bean
1599,Simply Gum,Cleanse Natural Chewing Gum,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Gum
1161,BHU FOODS,Superfood Chocolate Chip Cookie Dough Bar,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bar
1158,Simply Gum,Peppermint Natural Chewing Gum,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Gum
1610,Simply Gum,Cinnamon Natural Chewing Gum,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Gum
636,HOPLARK,The Really Hoppy One Sparkling Hoptea,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Hoptea
640,LifeAid,Focusaid Melon Maté,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Maté
1794,Evolve,Plant-Based Protein Shake Cafe Mocha,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Mocha
662,HOPLARK,The Green Tea One Sparkling Hoptea,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Hoptea
295,Boulder Canyon,Olive Oil Potato Chips,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Chips
1110,Keto Krisp™,Almond Butter Protein Bar,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bar
1105,Rise Brewing Co.,Organic Original Black Nitro Cold Brew Coffee,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Coffee
1079,PROBAR,Base Peanut Butter Chocolate,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Chocolate
1604,BHU FOODS,Double Dark Chocolate Bar,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bar
1568,Simply Gum,Spearmint Natural Chewing Gum,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Gum
1062,LifeAid,Immunityaid Orange Burst,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Burst
753,LifeAid,Fitaid Citrus Medley,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Medley
982,Rise Brewing Co.,Organic Oat Milk Latte Nitro Cold Brew Coffee,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Coffee
330,Hiball Energy,Watermelon Mint Sparkling Energy Water,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Water
1589,BHU FOODS,Peanut Butter Chocolate Chip Bar,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bar
1639,Keto Krisp™,Chocolate Raspberry Protein Bar,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Bar
1204,PROBAR,Base Cookie Dough,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Dough
1645,Evolve,Plant-Based Protein Shake Double Chocolate,2.99,2.5,2.25,0.16387959866220747,0.24749163879598668,0.08361204013377921,0% to 25%,Chocolate
402,Once Upon A Farm,OhMyMega Veggie! Fruit & Veggie Blend,2.39,2.0,1.8,0.16317991631799167,0.2468619246861925,0.08368200836820083,0% to 25%,Fruit
1521,MYCHELLE,Ultra Hyaluronic Hydrating Serum,42.99,35.99,32.39,0.1628285647825075,0.24656896952779717,0.08374040474528965,0% to 25%,Serum
1630,CHARLES CHOCOLATES,Salty-sweet Cashew 41% Milk Chocolate Bar,7.99,6.69,6.02,0.16270337922403,0.24655819774718402,0.08385481852315402,0% to 25%,Bar
1543,CHARLES CHOCOLATES,Salty-sweet Hazelnut Bar,7.99,6.69,6.02,0.16270337922403,0.24655819774718402,0.08385481852315402,0% to 25%,Bar
1168,Zevia,Organic Sweetened Raspberry Black Tea,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Tea
478,GimMe,"Organic Roasted Premium Seaweed Snack, Sea Salt, .35 Oz",1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Snack
1153,Zevia,Orangic Tea Hibiscus Tea Passionfruit- Caffeine Free,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Caffeine
1142,Zevia,Organic Tea Black Tea Peach,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Peach
493,Chomps,Italian Beef Snack Sticks,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Sticks
1225,Clio,Berry Acai Less Sugar Yogurt Bar,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Bar
1174,Zevia,Organic Sweetened Blood Orange Black Tea,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Tea
1098,GimMe,Organic Extra Virgin Olive Oil Roasted Seaweed,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Seaweed
406,Chomps,Original Turkey Snack Stick,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Stick
932,GimMe,"Organic Roasted Premium Seaweed Snack, Avocado Oil, .35 Oz",1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Snack
1649,Clio,Coconut Less Sugar Yogurt Bar,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Bar
900,GimMe,"Organic Roasted Premium Seaweed Snack, Toasted Sesame, .35 Oz",1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Snack
1192,Whole Foods Market,Organic Multicolor Kale,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Kale
767,Gimme Organic,Teriyaki Premium Roasted Seaweed,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Seaweed
277,Chomps,Original Beef Stick,1.99,1.6666666666666667,1.5,0.16247906197654938,0.24623115577889443,0.08375209380234505,0% to 25%,Stick
1078,Clio,Strawberry Greek Yogurt Bar,1.49,1.25,1.125,0.1610738255033557,0.24496644295302017,0.08389261744966447,0% to 25%,Bar
1254,Himalaya®,PartySmart 6 Count,12.49,10.49,9.44,0.1601281024819856,0.2441953562850281,0.08406725380304247,0% to 25%,Count
2054,Blender Bombs,Cacao & Peanut Butter Smoothie Booster,24.99,20.99,18.89,0.16006402561024413,0.2440976390556222,0.08403361344537807,0% to 25%,Cacao
2007,Gaia Herbs,Organic Extra Strength Turmeric Supreme Gummies,24.99,20.99,18.89,0.16006402561024413,0.2440976390556222,0.08403361344537807,0% to 25%,Gummies
1279,Blender Bombs,"Goji, Coconut, & Acai Smoothie Booster",24.99,20.99,18.89,0.16006402561024413,0.2440976390556222,0.08403361344537807,0% to 25%,Goji
206,Wedderspoon,100% Raw Manuka Honey Kfactor 16,43.99,36.99,33.29,0.1591270743350761,0.24323709934075932,0.08411002500568321,0% to 25%,Kfactor
446,Om Mushroom Superfood,Organic Mushroom Master Blend,28.49,23.99,21.59,0.157950157950158,0.2421902421902421,0.08424008424008411,0% to 25%,Blend
545,OM ORGANIC MUSHROOM NUTRITION,Organic Lions Mane Matrix Powder,28.49,23.99,21.59,0.157950157950158,0.2421902421902421,0.08424008424008411,0% to 25%,Powder
1312,Om,Reishi Organic Mushro Powder,28.49,23.99,21.59,0.157950157950158,0.2421902421902421,0.08424008424008411,0% to 25%,Powder
1682,Kos,Electric Blue Spirulina,34.99,29.49,26.54,0.1571877679336955,0.24149757073449563,0.08430980280080014,0% to 25%,Spirulina
1740,Kos,Kiss Your Blues Away Blue Spirulina,34.99,29.49,26.54,0.1571877679336955,0.24149757073449563,0.08430980280080014,0% to 25%,Blues
78,Wildwood,Organic High Protein Tofu,3.19,2.69,2.42,0.15673981191222575,0.24137931034482762,0.08463949843260188,0% to 25%,Tofu
21,Vital Proteins,Collagen Peptide Protein Powder,25.49,21.49,19.34,0.1569242840329541,0.24127108670066688,0.08434680266771277,0% to 25%,Powder
17,Siete Family Foods,Cassava & Coconut Amazing Grain Free Tortillas,8.29,6.99,6.29,0.15681544028950534,0.2412545235223159,0.08443908323281057,0% to 25%,Tortilla
55,Siete Family Foods,Grain Free Chickpea Flour Tortilla,8.29,6.99,6.29,0.15681544028950534,0.2412545235223159,0.08443908323281057,0% to 25%,Tortilla
7,Siete Family Foods,Almond Flour Amazing Grain Free Tortillas,8.29,6.99,6.29,0.15681544028950534,0.2412545235223159,0.08443908323281057,0% to 25%,Flour
620,La Tourangelle,Expeller-Pressed Grapeseed Oil,8.29,6.99,6.29,0.15681544028950534,0.2412545235223159,0.08443908323281057,0% to 25%,Oil
1738,A LA MAISON,Cherry Blossom Hand Cream,6.39,5.39,4.85,0.15649452269170583,0.24100156494522695,0.08450704225352113,0% to 25%,Cream
1089,MegaFood,Organic Elderberry Immune Support Gummies,15.99,13.49,12.14,0.15634771732332708,0.24077548467792365,0.08442776735459656,0% to 25%,Gummies
1447,The Seaweed Bath Co.,Calm Body Cream,15.99,13.49,12.14,0.15634771732332708,0.24077548467792365,0.08442776735459656,0% to 25%,Cream
2043,MegaFood,"D3 1000Iu Gummy - Bone, Muscle & Immune Support, Mixed Fruit",15.99,13.49,12.14,0.15634771732332708,0.24077548467792365,0.08442776735459656,0% to 25%,Bone
1044,Rainbow Light,Berry D-licious Vitamin D3 2,15.99,13.49,12.14,0.15634771732332708,0.24077548467792365,0.08442776735459656,0% to 25%,D3
