,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins
680,GT's Synergy Kombucha,Organic Lavender Love 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
681,Terra Chips,Blue Potato Chips,4.49,3.5,3.15,0.220489978,0.29844098,0.077951002,25% to 50%
682,New Chapter,Zinc Food Complex,24.99,19.99,17.99,0.200080032,0.280112045,0.080032013,25% to 50%
683,Imagine Foods,Organic Free Range Chicken Broth,3.69,3.29,2.96,0.108401084,0.197831978,0.089430894,0% to 25%
684,PRODUCE,Organic Orange Bell Pepper,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
685,Silver Hills Bakery,Little Big Bread™,4.49,3.49,3.14,0.222717149,0.300668151,0.077951002,25% to 50%
686,Guru,Organic Energy Drink Lite,3.19,2.5,2.25,0.21630094,0.294670846,0.078369906,25% to 50%
687,Good To Go,Double Chocolate Soft Baked Bar,7.49,6.99,6.29,0.066755674,0.160213618,0.093457944,0% to 25%
688,Pipcorn,Cheddar Cheese Balls,4.49,3.5,3.15,0.220489978,0.29844098,0.077951002,25% to 50%
689,LesserEvil,Paleo Puffs Fiery Hot,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
690,Nature's Path Organic,Sunrise Crunchy Honey Cereal,4.99,2.99,2.69,0.400801603,0.460921844,0.06012024,25% to 50%
691,Dr. Bronner's,Peppermint Soap,13.49,9.99,8.99,0.259451446,0.33358043,0.074128984,25% to 50%
692,Beekeeper's Naturals,Propolis Spray,14.99,12.79,11.51,0.14676451,0.23215477,0.08539026,0% to 25%
693,Saffron Road,Madras Curry & Chicken Meatballs,5.29,4.29,3.86,0.189035917,0.270321361,0.081285444,25% to 50%
694,Pomi,Italian Chopped Tomatoes,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
695,Base Culture,Cheese Bread,10.99,7.99,7.19,0.272975432,0.345768881,0.072793449,25% to 50%
696,Spectrum,Coconut Spray Oil,5.49,4.99,4.49,0.091074681,0.182149362,0.091074681,0% to 25%
697,Artisana Foods,Walnut Butter With Cashews,13.79,12.49,11.24,0.094271211,0.184916606,0.090645395,0% to 25%
698,Imagine Foods,Organic Ls Vegetable Broth,3.69,3.29,2.96,0.108401084,0.197831978,0.089430894,0% to 25%
699,Follow Your Heart,Organic Vegan Caesar Salad Dressing 12 oz,3.99,3.69,3.32,0.07518797,0.167919799,0.09273183,0% to 25%
700,LesserEvil,Power Curls Fiery Hot,4.99,3,2.7,0.398797595,0.458917836,0.06012024,25% to 50%
701,Spectrum,Organic High Heat Peanut Oil,10.49,8.99,8.09,0.142993327,0.228789323,0.085795996,0% to 25%
702,Bob's Red Mill,Brown Sugar And Maple Gluten Free Oatmeal Cup,2.39,1.79,1.61,0.251046025,0.326359833,0.075313808,25% to 50%
703,NotMilk,2% Plant Based Milk,4.79,3.99,3.59,0.167014614,0.250521921,0.083507307,25% to 50%
704,One Degree Organic Foods,Sprouted Rolled Oats,6.99,5.49,4.94,0.214592275,0.293276109,0.078683834,25% to 50%
705,Forager Project,Organic Dairy-Free Strawberry Probiotic Drinkable Cashewmilk Yogurt,2.79,1.99,1.79,0.286738351,0.358422939,0.071684588,25% to 50%
706,Ozery Bakery,Whole Wheat 100 Calorie One Bun,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
707,Artisola,Organic Superfood Pesto Sauce,8.29,6.79,6.11,0.180940893,0.262967431,0.082026538,25% to 50%
708,Nature's Path Organic,Wildberry Açai Frosted Toaster Pastries,3.49,2.99,2.69,0.143266476,0.229226361,0.085959885,0% to 25%
709,Rao's Homemade,Vegetable Minestrone Soup,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
710,Rishi Tea,Masala Chai Tea Concentrate,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
711,Haven's Kitchen,Herby Chimichurri,5.99,5.69,5.12,0.050083472,0.14524207,0.095158598,0% to 25%
712,Perfect Bar,Original Refrigerated Protein Bar,2.79,2,1.8,0.283154122,0.35483871,0.071684588,25% to 50%
713,Rishi Tea,Organic Matcha Super Green Tea,8.49,6.99,6.29,0.176678445,0.259128386,0.082449941,25% to 50%
714,Cabot Creamery,Sharp Cheddar Bar,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
715,Maisie Jane's,Organic Creamy Cashew Butter,16.99,12.99,11.69,0.235432607,0.311948205,0.076515597,25% to 50%
716,KeVita,Organic Mango Coconut Sparkling Probiotic Drink,3.29,2.5,2.25,0.240121581,0.316109422,0.075987842,25% to 50%
717,Califia Farms,Unsweetened Almond Milk,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
718,Nature's Path Organic,Homestyle Instant Oatmeal,5.49,3.99,3.59,0.273224044,0.346083789,0.072859745,25% to 50%
719,Pomi,Italian Strained Tomatoes,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
720,LesserEvil,Veggie Sticks Himalayan Pink Salt,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
721,Country Archer,Zero Sugar Classic Beef Jerky,5.69,5.29,4.76,0.07029877,0.16344464,0.09314587,0% to 25%
722,New Chapter,Bone Strength Take Care™,50.99,40.99,36.89,0.196116886,0.276524809,0.080407923,25% to 50%
723,GoodBelly,Blueberry Acai Probiotic Juice Drink,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
724,OWYN,Vanilla Plant Based Protein Shake,3.39,2.5,2.25,0.262536873,0.336283186,0.073746313,25% to 50%
725,Imagine Foods,Organic No Chicken Broth,3.69,3.29,2.96,0.108401084,0.197831978,0.089430894,0% to 25%
726,Naked Truth,Chicken Breast Flame Grilled Chicken Breast Fillets,6.99,4.49,4.04,0.357653791,0.422031474,0.064377682,25% to 50%
727,Bulletproof,The Original Coffee Pods,13.99,10.99,9.89,0.214438885,0.293066476,0.078627591,25% to 50%
728,STONE & SKILLET,Artisan Whole Wheat English Muffin,6.49,5.49,4.94,0.154083205,0.238828968,0.084745763,0% to 25%
729,Muir Glen,Organic Tomato Sauce (No Salt Added),2.19,1,0.9,0.543378995,0.589041096,0.0456621,50% to 75%
730,Near East,Spanish Rice Pilaf Mix,1.69,1.59,1.43,0.059171598,0.153846154,0.094674556,0% to 25%
731,Mother in Law's Kimchi,Gochujang Fermented Chile Paste,8.29,7.99,7.19,0.036188179,0.132689988,0.096501809,0% to 25%
732,Field Roast,Signature Stadium Plant-Based Dog,6.99,6.69,6.02,0.042918455,0.138769671,0.095851216,0% to 25%
733,Country Archer,Original Beef Jerky,5.69,5.29,4.76,0.07029877,0.16344464,0.09314587,0% to 25%
734,Wild Planet,Wild Sardines In Extra Virgin Olive Oil With Lemon,2.99,2.39,2.15,0.200668896,0.280936455,0.080267559,25% to 50%
735,SWEET LEAF TEA,Steviaclear Sweet Drops,19.29,9.99,8.99,0.482115086,0.533955417,0.051840332,50% to 75%
736,Mrs. Meyer's Clean Day,Basil Liquid Hand Soap,4.39,3.99,3.59,0.091116173,0.182232346,0.091116173,0% to 25%
737,SUNDESA,Blender Bottle With Loop,9.99,0,6.99,1,0.3003003,-0.6996997,25% to 50%
738,Himalania,Himalayan Fine Pink Salt,4.99,4.29,3.86,0.140280561,0.226452906,0.086172345,0% to 25%
739,Banza,Chickpea Shells Mac & Cheddar Cheese,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
740,Nutiva,Organic Virgin Coconut Oil,9.99,9.49,8.54,0.05005005,0.145145145,0.095095095,0% to 25%
741,Unbun,unbagels everything,10.99,8.99,8.09,0.181983621,0.263876251,0.08189263,25% to 50%
742,Nature's All,Organic Freeze-dried Mangos,6.79,5.29,4.76,0.220913108,0.298969072,0.078055965,25% to 50%
743,Nonna Pia's,Classic Balsamic Glaze,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
744,Keto and Co,Chocolate Sea Salt Granola,9.99,8.99,8.09,0.1001001,0.19019019,0.09009009,0% to 25%
745,American Flatbread,Tomato Sauce & Three Cheese Pizza (2 Pk),13.99,10.99,9.89,0.214438885,0.293066476,0.078627591,25% to 50%
746,Nutiva,Coconut Butter,9.99,9.49,8.54,0.05005005,0.145145145,0.095095095,0% to 25%
747,Coconut Secret,Coconut Aminos Teriyaki Sauce (10oz),7.49,6.99,6.29,0.066755674,0.160213618,0.093457944,0% to 25%
748,GoodBelly,Organic Raspberry Blackberry Probiotic Drink,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
749,Doctor in the Kitchen,Organic Rosemary Flackers,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
750,Evolution Fresh,Cold Pressed Organic Cucumber Glow,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
751,Vital Farms,Egg Bites Pasture-Raised,4.99,4,3.6,0.198396794,0.278557114,0.080160321,25% to 50%
752,Frontera,Double Roasted Tomato Salsa (Medium),4.29,3.39,3.05,0.20979021,0.289044289,0.079254079,25% to 50%
753,LifeAid,Fitaid Citrus Medley,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
754,Silver Hills Bakery,Squirrelly™,4.49,3.49,3.14,0.222717149,0.300668151,0.077951002,25% to 50%
755,Banza,Chickpea Elbow Pasta,3.79,2.99,2.69,0.211081794,0.290237467,0.079155673,25% to 50%
756,Rowdy Mermaid Kombucha,Kombucha Lvndr Can Org,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
757,Lifeway,Organic Coconut Honey Whole Milk Kefir,4.99,3.99,3.59,0.200400802,0.280561122,0.080160321,25% to 50%
758,Imagine Foods,Organic Low Sodium Free Ranch Chicken Broth,3.69,3.29,2.96,0.108401084,0.197831978,0.089430894,0% to 25%
759,MadeGood,Organic Chocolate Chip Granola Minis,3.99,2.49,2.24,0.37593985,0.438596491,0.062656642,25% to 50%
760,Wedderspoon,Raw Manuka Honey,32.99,29.99,26.99,0.090936647,0.181873295,0.090936647,0% to 25%
761,Zevia,Mountain Zero Calorie Soda,4.99,4.5,4.05,0.098196393,0.188376754,0.090180361,0% to 25%
762,Vital Farms,Uncured Ham,4.99,4,3.6,0.198396794,0.278557114,0.080160321,25% to 50%
763,Whole Foods Market,Super Omega 3,38.99,27.49,24.74,0.294947422,0.365478328,0.070530905,25% to 50%
764,Noble Made by the New Primal,Hot Buffalo Dipping & Wing Sauce,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
765,nutpods,French Vanilla,3.49,2.49,2.24,0.286532951,0.358166189,0.071633238,25% to 50%
766,NadaMoo!,Cookies & Crème,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
767,Gimme Organic,Teriyaki Premium Roasted Seaweed,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
768,Sky Valley,Sriracha Sauce,8.69,7.39,6.65,0.149597238,0.234752589,0.085155351,0% to 25%
769,Tera's Whey,Organic Plain Unsweetened Whey Protein,30.49,25.99,23.39,0.147589374,0.232863234,0.08527386,0% to 25%
770,Moon Cheese,Gouda ,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
771,4505 Meats,Chicharrones Fried Pork Rinds Jalapeño Cheddar,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
772,Birch Benders,Keto Pancake & Waffle Mix,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
773,365 by Whole Foods Market,Holiday Plant-Based Roast,11.99,7.17,6.45,0.402001668,0.46205171,0.060050042,25% to 50%
774,Sunfood™,Organic Chia Seeds,10.99,8.29,7.46,0.245677889,0.321201092,0.075523203,25% to 50%
775,Country Archer,Teriyaki Beef Jerky,5.69,5.29,4.76,0.07029877,0.16344464,0.09314587,0% to 25%
776,Cobram Estate,California Select Olive Oil,10.99,9.99,8.99,0.090991811,0.181983621,0.090991811,0% to 25%
777,Quorn,Meatless & Soy Free Grounds,4.29,3,2.7,0.300699301,0.370629371,0.06993007,25% to 50%
778,inner-ēco,Berry Flavor Fresh Coconut Water Probiotic,19.49,15.29,13.76,0.215495126,0.293996921,0.078501796,25% to 50%
779,Tessemae's,Honey Poppyseed Dressing,6.29,4.99,4.49,0.206677266,0.286168521,0.079491256,25% to 50%
780,Bulletproof,The Mentalist Coffee Pods 10 Ct,13.99,10.99,9.89,0.214438885,0.293066476,0.078627591,25% to 50%
781,Ozery Bakery,Multi-Grain One Bun Sandwich Buns,4.69,2.5,2.25,0.466950959,0.520255864,0.053304904,50% to 75%
782,Saffron Road,Lemongrass Basil Chicken With Jasmine Rice,5.29,4.29,3.86,0.189035917,0.270321361,0.081285444,25% to 50%
783,Rishi Tea,Organic Caffeine-Free Turmeric Ginger Herbal Tea,8.49,6.99,6.29,0.176678445,0.259128386,0.082449941,25% to 50%
784,Vega,One Organic Berry Large Tub,62.99,50.49,45.44,0.198444197,0.278615653,0.080171456,25% to 50%
785,Amazing Grass,Organic Supergreens Powder,14.49,12.79,11.51,0.117322291,0.205659075,0.088336784,0% to 25%
786,Moon Cheese,Cheddar ,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
787,Nature's All,Organic Fair Trade Certified Bananas,6.79,5.29,4.76,0.220913108,0.298969072,0.078055965,25% to 50%
788,Peet's Coffee,Major Dickason's Blend Coffee,15.99,14.99,13.49,0.062539087,0.156347717,0.09380863,0% to 25%
789,Banza,Plant Based Mac With Chickpea Pasta,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
790,Silver Hills Bakery,Organic Sprouted Ancient Grain Bread Big Reds Bread,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
791,SEVENTH GENERATION,Free & Clear Baby Wipes,3.79,3.5,3.15,0.07651715,0.168865435,0.092348285,0% to 25%
792,Three Little Pigs,Jambon De Paris,6.99,6.49,5.84,0.071530758,0.164520744,0.092989986,0% to 25%
793,OWYN,Cookies N' Cream Plant Based Protein Drink,3.39,2.5,2.25,0.262536873,0.336283186,0.073746313,25% to 50%
794,Muir Glen,Organic Diced Tomatoes,2.19,1,0.9,0.543378995,0.589041096,0.0456621,50% to 75%
795,Enjoy Life Foods,Soft Baked Chocolate Chip Cookies,4.29,4,3.6,0.067599068,0.160839161,0.093240093,0% to 25%
796,MadeGood,Organic Strawberry Granola Minis,3.99,2.49,2.24,0.37593985,0.438596491,0.062656642,25% to 50%
797,Rowdy Mermaid Kombucha,Kombucha Strwbry Can Org,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
798,Dr. Praeger's,Egg Whites & Kale Breakfast Bowl,5.29,4.99,4.49,0.056710775,0.151228733,0.094517958,0% to 25%
799,Saffron Road,Organic Sea Salt Crunchy Chickpeas,4.39,3.49,3.14,0.20501139,0.284738041,0.079726651,25% to 50%
800,MaraNatha,Organic Creamy Peanut Butter,7.49,6.79,6.11,0.093457944,0.184245661,0.090787717,0% to 25%
801,TERRA,Salt And Vinegar Vegetable Chips,4.49,3.5,3.15,0.220489978,0.29844098,0.077951002,25% to 50%
802,SEVENTH GENERATION,Clementine Zest & Lemongrass Liquid Dish Soap,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
803,Rio Luna,Organic Nacho Sliced Jalapenos,2.99,2.49,2.24,0.16722408,0.25083612,0.08361204,25% to 50%
804,NuttZo,Organic Smooth Power Fuel Nut And Seed Butter,12.99,11.49,10.34,0.115473441,0.204003079,0.088529638,0% to 25%
805,Pipcorn,Sea Salt Corn Dippers,4.29,3.5,3.15,0.184149184,0.265734266,0.081585082,25% to 50%
806,Nature's All,Organic Freeze-dried Blueberries,6.79,5.29,4.76,0.220913108,0.298969072,0.078055965,25% to 50%
807,Solely,Fruit Jerky Mango,1.69,1,0.9,0.408284024,0.467455621,0.059171598,25% to 50%
808,Wild Planet,Pacific Northwest Wild Albacore Tuna,4.69,3.79,3.41,0.191897655,0.272921109,0.081023454,25% to 50%
809,Quorn,Meatless Patties,4.29,3.99,3.59,0.06993007,0.163170163,0.093240093,0% to 25%
810,NadaMoo!,Organic Chocolate,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
811,Natrol,Melatonin 10mg,12.99,10.99,9.89,0.153964588,0.238645112,0.084680523,0% to 25%
812,Wedderspoon,100% Raw Manuka Honey,31.99,29.99,26.99,0.062519537,0.156298843,0.093779306,0% to 25%
813,Imagine Foods,Seafood Stock,5.49,4.29,3.86,0.218579235,0.296903461,0.078324226,25% to 50%
814,Kite Hill,Butternut Squash Ravioli With Almond Milk Ricotta,8.49,6.99,6.29,0.176678445,0.259128386,0.082449941,25% to 50%
815,Organicville,Organic Stone Ground Mustard,3.99,3.39,3.05,0.15037594,0.235588972,0.085213033,0% to 25%
816,Health Valley,Organic Vegetable Soup (No Salt Added),3.69,3,2.7,0.18699187,0.268292683,0.081300813,25% to 50%
817,Maisie Jane's,Creamy Cashew Nut Butter,11.99,9.49,8.54,0.208507089,0.287739783,0.079232694,25% to 50%
818,Spectrum,Toasted Sesame Oil,7.99,7.49,6.74,0.062578223,0.156445557,0.093867334,0% to 25%
819,BEAR Snacks,BEAR Raspberry Fruit Rolls,5.49,3.49,3.14,0.364298725,0.428051002,0.063752277,25% to 50%
820,Bobo's Oat Bars,Oat Bars Lemon Poppyseed,2.79,2.5,2.25,0.103942652,0.193548387,0.089605735,0% to 25%
821,Icelandic Provisions,Peach,1.99,1.5,1.35,0.246231156,0.32160804,0.075376884,25% to 50%
822,Back to Nature,Pink Himalayan Salt Multigrain Flatbread,3.69,3.49,3.14,0.054200542,0.149051491,0.094850949,0% to 25%
823,Mrs. Meyer's Clean Day,Honeysuckle Liquid Hand Soap,4.39,3.99,3.59,0.091116173,0.182232346,0.091116173,0% to 25%
824,Lakewood,Organic Pure Blueberry Juice,12.49,9.49,8.54,0.240192154,0.316253002,0.076060849,25% to 50%
825,GT's Alive,Ancient Mushroom Elixir Cascara Cider 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
826,Spectrum,Organic Unrefined Medium Heat Virgin Coconut Oil,9.99,9.29,8.36,0.07007007,0.163163163,0.093093093,0% to 25%
827,Imagine Foods,Organic Low Sodium Vegetarian No-chicken Brown,3.69,3.29,2.96,0.108401084,0.197831978,0.089430894,0% to 25%
828,NAVITAS NATURALS,Organic Cacao Butter,9.99,8.99,8.09,0.1001001,0.19019019,0.09009009,0% to 25%
829,Once Upon A Farm,Pineapple,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
830,Artisana Foods,Raw Coconut Butter,15.99,11.99,10.79,0.250156348,0.325203252,0.075046904,25% to 50%
831,Just Date Syrup,Medjool Date Syrup,8.79,6.99,6.29,0.204778157,0.284414107,0.07963595,25% to 50%
832,Country Archer,Mango Habanero Beef Jerky,5.69,5.29,4.76,0.07029877,0.16344464,0.09314587,0% to 25%
833,Sunfood Superfoods,Sunfood Raw Organic Maca Powder,14.79,10.99,9.89,0.256930358,0.331304936,0.074374577,25% to 50%
834,GT's Synergy Kombucha,Organic California Citrus 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
835,GT's Alive,Ancient Mushroom Elixir Matcha Vanilla 16oz,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
836,Sambazon,Supergreens Açaí,7.39,5.99,5.39,0.189445196,0.270635995,0.081190798,25% to 50%
837,Organic Valley,Organic Raw Mild Cheddar Cheese,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
838,Base Culture,Sourdough Bread,10.99,7.99,7.19,0.272975432,0.345768881,0.072793449,25% to 50%
839,Bobo's Oat Bars,Oat Bars Original,2.79,2.5,2.25,0.103942652,0.193548387,0.089605735,0% to 25%
840,Nature's Path Organic,Flax Plus Pumpkin Raisin Crunch Cereal,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
841,Miracle Noodle,Angel Hair Ready Noodle,3.69,3.49,3.14,0.054200542,0.149051491,0.094850949,0% to 25%
842,OWYN,Smooth Vanilla Protein Shakes,9.99,8.99,8.09,0.1001001,0.19019019,0.09009009,0% to 25%
843,Perfect Bar,Original Refrigerated Protein Bar,2.79,2,1.8,0.283154122,0.35483871,0.071684588,25% to 50%
844,Bonafide Provisions,Organic Turkey Bone Broth,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
845,Igor Gorgonzola,Gorgonzola Piccante,18.99,16.99,15.29,0.105318589,0.194839389,0.0895208,0% to 25%
846,Frontera,Jalapeño Cilantro Salsa (Medium),4.29,3.39,3.05,0.20979021,0.289044289,0.079254079,25% to 50%
847,Bob's Red Mill,Organic Old Fashioned Rolled Oats,3.79,2.99,2.69,0.211081794,0.290237467,0.079155673,25% to 50%
848,Mush,Peanut Butter Cinnamon Crunch Overnight Oats,2.49,2,1.8,0.196787149,0.277108434,0.080321285,25% to 50%
849,Once Upon A Farm,Apple,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
850,Wedderspoon,Organic Manuka Honey Drops Ginger,11.99,9.79,8.81,0.183486239,0.265221018,0.081734779,25% to 50%
851,Milkadamia,Unsweetened Vanilla Macadamia Milk,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
852,One Degree Organic Foods,Honey Hemp Granola,5.99,3.49,3.14,0.41736227,0.475792988,0.058430718,25% to 50%
853,Bob's Red Mill,Chickpea Flour,3.39,2.49,2.24,0.265486726,0.339233038,0.073746313,25% to 50%
854,Koia,Straw-nana Dream Smoothie,3.29,3,2.7,0.088145897,0.179331307,0.09118541,0% to 25%
855,Forager Project,Mango Cashew Milk Kefir,2.79,1.99,1.79,0.286738351,0.358422939,0.071684588,25% to 50%
856,Brad's Plant Based,Brad's Organic Kale Chips,5.69,4,3.6,0.297012302,0.367311072,0.07029877,25% to 50%
857,Zevia,Tonic Water Mixer 6 Pack,4.99,4.5,4.05,0.098196393,0.188376754,0.090180361,0% to 25%
858,Vermont Smoke & Cure,BBQ Beef Meat Stick,1.99,1.29,1.16,0.351758794,0.417085427,0.065326633,25% to 50%
859,ALAFFIA,Lavender Shea Bubble Bath,11.99,10.29,9.26,0.141784821,0.227689741,0.085904921,0% to 25%
860,OWYN,Cold Brew Plant Based Protein Shake,3.39,2.5,2.25,0.262536873,0.336283186,0.073746313,25% to 50%
861,Bob's Red Mill,Semolina Pasta Flour,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
862,Rhythm Superfoods,Kool Ranch Kale Chips,4.69,3.75,3.375,0.200426439,0.280383795,0.079957356,25% to 50%
863,Big T Coastal Provisions,Original Crab Dip,8.99,6.99,6.29,0.22246941,0.300333704,0.077864294,25% to 50%
864,Dr. Bronner's,Lavender Soap,13.49,9.99,8.99,0.259451446,0.33358043,0.074128984,25% to 50%
865,Bob's Red Mill,Tapioca Flour,3.19,2.99,2.69,0.062695925,0.156739812,0.094043887,0% to 25%
866,Evolution Fresh,Organic Tropical Passion,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
867,Vega,One Organic Plain Unsweetened Large Tub,62.99,50.49,45.44,0.198444197,0.278615653,0.080171456,25% to 50%
868,MadeGood,Organic Cookies & Creme Granola Bars,4.29,3.49,3.14,0.186480186,0.268065268,0.081585082,25% to 50%
869,Frontera,Tomatillo Salsa (Medium),4.29,3.39,3.05,0.20979021,0.289044289,0.079254079,25% to 50%
870,Himalaya®,Organic Ashwagandha,18.99,16.29,14.66,0.142180095,0.228014745,0.08583465,0% to 25%
871,Forager Project,Organic Dairy-Free Blueberry Probiotic Drinkable Cashewmilk Yogurt,2.79,1.99,1.79,0.286738351,0.358422939,0.071684588,25% to 50%
872,Rowdy Mermaid Kombucha,Kombucha Lion Root Can,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
873,New Chapter,40+ Every Woman™'s One Daily Multivitamin,66.99,53.49,48.14,0.201522615,0.281385281,0.079862666,25% to 50%
874,Meatless Farm,Plant Based Burgers,4.49,3.5,3.15,0.220489978,0.29844098,0.077951002,25% to 50%
875,Bobo's Oat Bars,Oat Bars Chocolate Chip,2.79,2.5,2.25,0.103942652,0.193548387,0.089605735,0% to 25%
876,Muir Glen,Organic Diced Tomatoes - No Salt Added,2.19,1,0.9,0.543378995,0.589041096,0.0456621,50% to 75%
877,Once Upon A Farm,Mango,2.99,2,1.8,0.331103679,0.397993311,0.066889632,25% to 50%
