,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins
1053,Quest Nutrition®,Double Chocolate Chunk Quest Protein Bar,2.49,2.39,2.15,0.040160643,0.136546185,0.096385542,0% to 25%
1054,Biena Snacks,Habanero Chickpea Snacks,4.19,3.99,3.59,0.047732697,0.143198091,0.095465394,0% to 25%
1055,Bulletproof,Vanilla Shortbread Collagen Protein Bar,2.69,2,1.8,0.256505576,0.330855019,0.074349442,25% to 50%
1056,Mrs. Meyer's Clean Day,Geranium Liquid Hand Soap Refill,7.69,6.99,6.29,0.091027308,0.182054616,0.091027308,0% to 25%
1057,Mrs. Meyer's Clean Day,Lemon Verbena Dish Soap Refill,11.99,10.99,9.89,0.083402836,0.175145955,0.091743119,0% to 25%
1058,Vive Organic,Wellness Rescue With Garlic Shot,3.99,3.19,2.87,0.200501253,0.280701754,0.080200501,25% to 50%
1059,LesserEvil,Veggie Sticks Vegan Ranch,3.99,3,2.7,0.248120301,0.323308271,0.07518797,25% to 50%
1060,Kos,Organic Blue Spirulina Powder,39.99,33.99,30.59,0.150037509,0.235058765,0.085021255,0% to 25%
1061,Rio Luna,Organic Fire Roasted Mild Green Chiles,1.99,1.59,1.43,0.201005025,0.281407035,0.08040201,25% to 50%
1062,LifeAid,Immunityaid Orange Burst,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1063,Liquid I.V.,Hydration Multiplier Passion Fruit Passion Fruit,2.99,2.49,2.24,0.16722408,0.25083612,0.08361204,25% to 50%
1064,New Chapter,40+ Every Woman™'s One Daily multivitamin,39.99,31.99,28.79,0.200050013,0.280070018,0.080020005,25% to 50%
1065,One Degree Organic Foods,Organic Oats Sprouted Steel Cut 24oz,6.99,5.49,4.94,0.214592275,0.293276109,0.078683834,25% to 50%
1066,Dr. Bronner's,Spearmint Toothpaste,6.99,5.69,5.12,0.185979971,0.267525036,0.081545064,25% to 50%
1067,New Chapter,Bone Strength Take Care™,31.99,24.49,22.04,0.234448265,0.311034698,0.076586433,25% to 50%
1068,Bob's Red Mill,Potato Starch,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
1069,Navitas Organics,Organic Acai Powder,18.49,15.79,14.21,0.146024878,0.231476474,0.085451595,0% to 25%
1070,NASOYA FOODS,Wonton Wraps,2.99,2.49,2.24,0.16722408,0.25083612,0.08361204,25% to 50%
1071,Perfect Bar,Peanut Butter Plant Based Bar,2.79,2,1.8,0.283154122,0.35483871,0.071684588,25% to 50%
1072,365 by Whole Foods Market,Limited Edition Organic Stuffing Mix,3.49,2.07,1.86,0.406876791,0.467048711,0.06017192,25% to 50%
1073,Celestial Seasonings,Caffeine Free Chamomile Tea (20 Pk),2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
1074,Super Coffee,Mocha ,2.99,2.79,2.51,0.066889632,0.160535117,0.093645485,0% to 25%
1075,Himalania,Coarse Pink Salt,5.49,4.49,4.04,0.182149362,0.264116576,0.081967213,25% to 50%
1076,New Chapter,Wholemega™ Fish Oil,23.99,19.29,17.36,0.195914965,0.276365152,0.080450188,25% to 50%
1077,Solely,Organic Mango & Orange Fruit Gummies,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
1078,Clio,Strawberry Greek Yogurt Bar,1.49,1.25,1.125,0.161073826,0.244966443,0.083892617,0% to 25%
1079,PROBAR,Base Peanut Butter Chocolate,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1080,Santa Cruz Organic,Strawberry Fruit Spread,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
1081,Navitas Organics,Organic Hemp Seeds,10.79,10.49,9.44,0.027803522,0.125115848,0.097312326,0% to 25%
1082,LesserEvil,Mini Cookies Almond Butter Chocolate Chip,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1083,Solely,Organic Mango Strips With Chili & Salt,4.19,3,2.7,0.284009547,0.355608592,0.071599045,25% to 50%
1084,Artisola,Kale Garlic & Cheese Ravioli,7.99,6.49,5.84,0.187734668,0.269086358,0.08135169,25% to 50%
1085,Santa Cruz Organic,Apple Sauce,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
1086,Ozery Bakery,Apple Cinnamon Snacking Rounds,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1087,Swerve,Confectioners Sugar Replacement,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1088,New Chapter,40+ Every Woman™'s One Daily Multivitamin,64.49,51.49,46.34,0.201581641,0.281438983,0.079857342,25% to 50%
1089,MegaFood,Organic Elderberry Immune Support Gummies,15.99,13.49,12.14,0.156347717,0.240775485,0.084427767,0% to 25%
1090,Rhythm Superfoods,Organic Sea Salt Carrot Sticks,3.99,3.75,3.375,0.060150376,0.154135338,0.093984962,0% to 25%
1091,Better Bites,Snicker Doodle Do Bites,6.99,5.59,5.03,0.200286123,0.280400572,0.080114449,25% to 50%
1092,Rishi Tea,Sencha Organic Green Tea,11.99,6.99,6.29,0.417014178,0.475396163,0.058381985,25% to 50%
1093,MadeGood,Organic Strawberry Crispy Squares,3.19,2.49,2.24,0.219435737,0.297805643,0.078369906,25% to 50%
1094,SEVENTH GENERATION,Free & Clear Baby Wipes Refill,14.99,12.99,11.69,0.133422282,0.220146765,0.086724483,0% to 25%
1095,Natierra,Organic Mango Cheeks,14.99,12.99,11.69,0.133422282,0.220146765,0.086724483,0% to 25%
1096,Whole Foods Market,Whole Trade Harry's Farmers Market Bouquet,9.99,7.99,7.19,0.2002002,0.28028028,0.08008008,25% to 50%
1097,nutpods,Oat French Vanilla,3.49,2.49,2.24,0.286532951,0.358166189,0.071633238,25% to 50%
1098,GimMe,Organic Extra Virgin Olive Oil Roasted Seaweed,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
1099,Rishi Tea,Organic Black Masala Chai Tea,8.69,6.99,6.29,0.195627158,0.276179517,0.080552359,25% to 50%
1100,Bobo's Oat Bars,Oat Bars Peanut Butter Chocolate Chip,2.79,2.5,2.25,0.103942652,0.193548387,0.089605735,0% to 25%
1101,Eating Evolved,Caramel Coconut Butter Cups,2.79,2.5,2.25,0.103942652,0.193548387,0.089605735,0% to 25%
1102,Rhythm Superfoods,Sea Salt Beet Chips,3.99,3.75,3.375,0.060150376,0.154135338,0.093984962,0% to 25%
1103,Organic Valley,Organic Jack,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1104,Wholesome!,Organic Lite Pancake Syrup,6.69,5.99,5.39,0.104633782,0.19431988,0.089686099,0% to 25%
1105,Rise Brewing Co.,Organic Original Black Nitro Cold Brew Coffee,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1106,Koia,Magic Mango Smoothie,3.29,3,2.7,0.088145897,0.179331307,0.09118541,0% to 25%
1107,Wild Planet,Organic Roasted Chicken Breast & Sea Salt,5.49,4.39,3.95,0.200364299,0.280510018,0.080145719,25% to 50%
1108,Celestial Seasonings,Bengal Spice Tea,2.69,2.49,2.24,0.074349442,0.167286245,0.092936803,0% to 25%
1109,Tattooed Chef,Organic 5 Greens Blend,4.49,3.49,3.14,0.222717149,0.300668151,0.077951002,25% to 50%
1110,Keto Krisp™,Almond Butter Protein Bar,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1111,Organic Valley,Organic Baby Swiss Cheese,8.99,7.99,7.19,0.111234705,0.200222469,0.088987764,0% to 25%
1112,Kos,Organic Chocolate Peanut Butter Plant Protein,31.49,26.99,24.29,0.142902509,0.228644014,0.085741505,0% to 25%
1113,SEVENTH GENERATION,Paper Towels,3.19,1.99,1.79,0.376175549,0.438871473,0.062695925,25% to 50%
1114,Barnana,Organic Dark Chocolate Peanut Butter Banana Bites,4.79,3.5,3.15,0.269311065,0.342379958,0.073068894,25% to 50%
1115,Barnana,Sea Salt Tortilla Chips,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1116,Dr. Bronner's,Organic Castile Baby Liquid Soap,11.79,8.79,7.91,0.254452926,0.329092451,0.074639525,25% to 50%
1117,SEAFOOD,Haddock Fillet,11.99,9.99,8.99,0.166805671,0.250208507,0.083402836,25% to 50%
1118,Lakewood,Organic Pure Black Cherry Juice,9.49,7.49,6.74,0.210748156,0.289778714,0.079030558,25% to 50%
1119,Bob's Red Mill,1 To 1 Gluten Free Baking Flour,4.49,4.29,3.86,0.04454343,0.140311804,0.095768374,0% to 25%
1120,SEAFOOD,Wild Sardines In Extra Virgin Olive Oil,3.99,3.39,3.05,0.15037594,0.235588972,0.085213033,0% to 25%
1121,Bob's Red Mill,Paleo Baking Flour,10.49,8.29,7.46,0.209723546,0.28884652,0.079122974,25% to 50%
1122,Caulipower,Roasted Sweet Potato Slices,6.99,3.99,3.59,0.429184549,0.486409156,0.057224607,25% to 50%
1123,Pacific Foods,Organic Poblano Pepper And Corn Chowder,4.19,3,2.7,0.284009547,0.355608592,0.071599045,25% to 50%
1124,Nature's Path Organic,Gluten Free Old Fashioned Oats,4.49,3.49,3.14,0.222717149,0.300668151,0.077951002,25% to 50%
1125,ICONIC PROTEIN,RTD Protein Drink,3.39,2.5,2.25,0.262536873,0.336283186,0.073746313,25% to 50%
1126,Annie's Homegrown,Org Soup Bunny Pasta Chicken Broth,3.39,3,2.7,0.115044248,0.203539823,0.088495575,0% to 25%
1127,Bragg Live Food Products,Organic Ginger & Sesame Salad Dressing,5.69,5.29,4.76,0.07029877,0.16344464,0.09314587,0% to 25%
1128,Sunfood™,Organic Acai Powder Raw,23.49,17.49,15.74,0.255427842,0.329927629,0.074499787,25% to 50%
1129,PURPLE CARROT,Black Bean Unstuffed Pepper Bowl,4.99,4.39,3.95,0.120240481,0.208416834,0.088176353,0% to 25%
1130,Nasoya,Egg Roll Wraps,2.99,2.49,2.24,0.16722408,0.25083612,0.08361204,25% to 50%
1131,Siete Family Foods,Hot Sauce Traditional,5.29,2.99,2.69,0.434782609,0.491493384,0.056710775,25% to 50%
1132,Organic India,Sweet Rose Herbal Tea,5.69,4.29,3.86,0.246045694,0.321616872,0.075571178,25% to 50%
1133,Mrs. Meyer's Clean Day,Lavender Liquid Hand Soap Refill,7.69,6.99,6.29,0.091027308,0.182054616,0.091027308,0% to 25%
1134,Garden of Life,Vitamin Code Raw One For Women,36.99,31.49,28.34,0.148688835,0.233846986,0.085158151,0% to 25%
1135,Perfect Bar,Original Refrigerated Protein Bar,2.79,2,1.8,0.283154122,0.35483871,0.071684588,25% to 50%
1136,Plant Fusion,Vanilla Complete Plant Protein,29.99,25.49,22.94,0.150050017,0.235078359,0.085028343,0% to 25%
1137,Applegate,Natural Charcuterie Plate Uncured Genoa Salami,5.29,4.79,4.31,0.094517958,0.185255198,0.09073724,0% to 25%
1138,Garden of Life,Raw Organic Meal (36.6 Oz.),55.9,46.49,41.84,0.168336315,0.251520572,0.083184258,25% to 50%
1139,Sambazon,Acai Smoothie Pops - Blueberry,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1140,HENRY & LISAS,Wild Sardines In Spring Water,3.49,3.39,3.05,0.028653295,0.126074499,0.097421203,0% to 25%
1141,POP AND BOTTLE,Vanilla Oat Milk Latte,2.99,2.79,2.51,0.066889632,0.160535117,0.093645485,0% to 25%
1142,Zevia,Organic Tea Black Tea Peach,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
1143,Bulletproof,Coconut Cream Chocolate Fudge Collagen Protein Bar,2.69,2,1.8,0.256505576,0.330855019,0.074349442,25% to 50%
1144,Q Mixers,Tonic Water,6.99,4.17,3.75,0.403433476,0.463519313,0.060085837,25% to 50%
1145,Soozy's,Soozys Chocolate Chip Cookies,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1146,One Degree Organic Foods,Organic Sprouted Cacao O's,4.99,3.49,3.14,0.300601202,0.370741483,0.070140281,25% to 50%
1147,Follow Your Heart,Vegan Honey Mustard Salad Dressing 12 oz,3.99,3.29,2.96,0.175438596,0.258145363,0.082706767,25% to 50%
1148,Giovanni Cosmetics,2chic Avocado & Olive Oil Shampoo,19.99,15.49,13.94,0.225112556,0.302651326,0.077538769,25% to 50%
1149,Siete Family Foods,Hot Sauce Habanero,5.29,2.99,2.69,0.434782609,0.491493384,0.056710775,25% to 50%
1150,365 BY WFM,Plant Based Roasts With Gracy & Mushroom Stuffing,6.99,4.17,3.75,0.403433476,0.463519313,0.060085837,25% to 50%
1151,ParmCrisps,Sour Cream & Onion Crisps,3.49,2.666666667,2.4,0.23591213,0.312320917,0.076408787,25% to 50%
1152,4505 Meats,Chicharrones Fried Pork Rinds Sea Salt,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
1153,Zevia,Orangic Tea Hibiscus Tea Passionfruit- Caffeine Free,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
1154,ParmCrisps,Jalapeño Parmesan Crisps,3.49,2.666666667,2.4,0.23591213,0.312320917,0.076408787,25% to 50%
1155,Himalaya®,PartySmart®,2.29,1.99,1.79,0.131004367,0.218340611,0.087336245,0% to 25%
1156,Navitas Organics,Organic Keto Cacao Powder,12.79,11.39,10.25,0.109460516,0.198592651,0.089132134,0% to 25%
1157,Upton's Naturals,Updog Vegan Hog Dog,5.99,5,4.5,0.165275459,0.248747913,0.083472454,0% to 25%
1158,Simply Gum,Peppermint Natural Chewing Gum,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1159,Amazing Grass,Organic Glow Vanilla Honeysuckle Amazing Protein,33.99,28.99,26.09,0.147102089,0.2324213,0.085319212,0% to 25%
1160,Country Life,Calcium Magnesium With Vitamin D Complex,24.49,20.99,18.89,0.142915476,0.228664761,0.085749285,0% to 25%
1161,BHU FOODS,Superfood Chocolate Chip Cookie Dough Bar,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1162,Seven Sundays,Cinnamon Grain Free Boxed Cereal,6.65,5.99,5.39,0.09924812,0.189473684,0.090225564,0% to 25%
1163,Pacific Resources International,Pri 100% Raw Manuka Honey 10+,42.49,36.99,33.29,0.129442222,0.216521534,0.087079313,0% to 25%
1164,Himalaya®,Mint Whitening Complete Care Toothpaste,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
1165,POP AND BOTTLE,Organic Cacao Almond Milk,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
1166,Koia,Rise & Shine Smoothie,3.29,3,2.7,0.088145897,0.179331307,0.09118541,0% to 25%
1167,From The Ground Up,CHIPS TORTILLA BUTTERNUTSQUASH SEA SALT,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1168,Zevia,Organic Sweetened Raspberry Black Tea,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
1169,Frontera,Chipotle Adobo Seasoning Sauce,5.29,4.39,3.95,0.170132325,0.253308129,0.083175803,25% to 50%
1170,AURA CACIA,Discover Relaxation Kit 4pk,19.49,15.79,14.21,0.189840944,0.270908158,0.081067214,25% to 50%
1171,BHU FOODS,Chocolate Chip Protein Cookie Dough,9.99,8.99,8.09,0.1001001,0.19019019,0.09009009,0% to 25%
1172,Nature's Path Organic,Golden Turmeric Superfood Granola,6.99,5.99,5.39,0.143061516,0.228898426,0.08583691,0% to 25%
1173,Whole Foods Market,Pumpkin Pie Half,6.99,4.99,4.49,0.286123033,0.357653791,0.071530758,25% to 50%
1174,Zevia,Organic Sweetened Blood Orange Black Tea,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
1175,Annie's Homegrown,Org Soup Creamy Tomato Bunny Pasta,3.39,3,2.7,0.115044248,0.203539823,0.088495575,0% to 25%
1176,PROBAR,Oatmeal Chocolate Chip Meal,3.19,2.5,2.25,0.21630094,0.294670846,0.078369906,25% to 50%
1177,The Ginger People,Strong Ginger Rescue,5.39,4.49,4.04,0.166975881,0.250463822,0.083487941,25% to 50%
1178,RightRice,Original Vegetable Rice,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
1179,inner-ēco,Fresh Coconut Water Probiotic,20.49,15.29,13.76,0.253782333,0.328452904,0.074670571,25% to 50%
1180,Bob's Red Mill,Finely Ground Hazelnut Meal,13.99,10.79,9.71,0.228734811,0.305932809,0.077197999,25% to 50%
1181,365 by Whole Foods Market,Vitamin D3 Softgels,7.99,5.69,5.12,0.287859825,0.359198999,0.071339174,25% to 50%
1182,Eating Evolved,Coconut Butter Cups,2.79,2.5,2.25,0.103942652,0.193548387,0.089605735,0% to 25%
1183,Om Mushroom Superfood,Lion's Mane Mushroom Superfood,49.99,42.49,38.24,0.150030006,0.235047009,0.085017003,0% to 25%
1184,Garden of Flavor,Aronia Berry Blackberry Organic Cold-Pressed Energy Elixir with Probiotics,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1185,PURPLE CARROT,Brussels Sprouts With Sweet Potatoes Maple Chipotle Cream,4.99,4.39,3.95,0.120240481,0.208416834,0.088176353,0% to 25%
1186,Giovanni Cosmetics,L.A. Natural Styling Gel,8.49,6.79,6.11,0.200235571,0.2803298,0.080094229,25% to 50%
1187,Simply Gum,Peppermint Mints,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1188,Simply Organic,Organic Ground Black Pepper,5.99,0.89,0.8,0.851419032,0.866444073,0.015025042,75% or more
1189,Frontera,Green Chile Enchilada Sauce,2.69,1.69,1.52,0.371747212,0.434944238,0.063197026,25% to 50%
1190,MEKHALA,Organic Yellow Curry Paste,5.69,4.99,4.49,0.123022847,0.210896309,0.087873462,0% to 25%
1191,Saffron Road,Bombay Spice Crunchy Chickpeas,4.39,3.49,3.14,0.20501139,0.284738041,0.079726651,25% to 50%
1192,Whole Foods Market,Organic Multicolor Kale,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
1193,Kerrygold,Kilaree Cheddar Cubes,12.99,10.99,9.89,0.153964588,0.238645112,0.084680523,0% to 25%
1194,Evolution Fresh,Organic Raspberry Renewal,5.49,3.5,3.15,0.362477231,0.426229508,0.063752277,25% to 50%
1195,Bob's Red Mill,Organic Masa Harina,5.29,3.79,3.41,0.283553875,0.355387524,0.071833648,25% to 50%
1196,Banza,Chickpea Rice,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1197,Rowdy Mermaid Kombucha,Organic Watermelon Bloom Kombucha,3.49,2.5,2.25,0.283667622,0.35530086,0.071633238,25% to 50%
1198,Bob's Red Mill,Gluten Free All Purpose Baking Flour,4.49,4.19,3.77,0.066815145,0.160356347,0.093541203,0% to 25%
1199,GOOD CATCH,Fishless Tuna In Water,3.99,2.5,2.25,0.373433584,0.436090226,0.062656642,25% to 50%
1200,Bobo's Oat Bars,Oat Bars Peanut Butter,2.79,2.5,2.25,0.103942652,0.193548387,0.089605735,0% to 25%
1201,Cabot Creamery,Cooperative Sharp Light Natural Vermont Cheddar Cheese,3.99,2.99,2.69,0.250626566,0.325814536,0.07518797,25% to 50%
1202,HappyKid,Organic Banana & Chocolate Fruit & Oat Bar 5 Count,5.49,3.99,3.59,0.273224044,0.346083789,0.072859745,25% to 50%
1203,FRESH BELLIES,Strawberry Feels Forever Strawberries And Balsamic Snack,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1204,PROBAR,Base Cookie Dough,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1205,Koia,Tropical Passion Smoothie,3.29,3,2.7,0.088145897,0.179331307,0.09118541,0% to 25%
1206,Beekeeper's Naturals,B LXR Brain Fuel,29.99,25.49,22.94,0.150050017,0.235078359,0.085028343,0% to 25%
1207,Treasure Mills,Vanilla Cupcakes,4.99,3.99,3.59,0.200400802,0.280561122,0.080160321,25% to 50%
1208,One Degree Organic Foods,Apple Cinnamon Bag Sprouted Instant Oatmeal,6.99,5.49,4.94,0.214592275,0.293276109,0.078683834,25% to 50%
1209,Yai's Thai,Thai Yellow Coconut Curry,7.49,5.99,5.39,0.200267023,0.280373832,0.080106809,25% to 50%
1210,OWYN,Vanilla Pro Elite Plant Protein,4.49,3,2.7,0.331848552,0.398663697,0.066815145,25% to 50%
1211,TERRA,Screamin' Hot Vegetable Chips,4.49,3.5,3.15,0.220489978,0.29844098,0.077951002,25% to 50%
1212,ParmCrisps,Four Cheese Crisps,3.49,2.666666667,2.4,0.23591213,0.312320917,0.076408787,25% to 50%
1213,Frontera,Queso With Jalapeno,4.49,3.39,3.05,0.244988864,0.320712695,0.075723831,25% to 50%
1214,Dr. Praeger's,Perfect Burgers,5.49,4.99,4.49,0.091074681,0.182149362,0.091074681,0% to 25%
1215,Jarrow Formulas,Yum Yum Dophilus,21.99,19.79,17.81,0.100045475,0.190086403,0.090040928,0% to 25%
1216,Sambazon,Acai Smoothie Pops - Strawberry Banana,5.99,4.99,4.49,0.166944908,0.250417362,0.083472454,25% to 50%
1217,WELEDA,Lip Butter Skin Food,6.99,5.29,4.76,0.243204578,0.319027182,0.075822604,25% to 50%
1218,Banza,Chickpea Elbow Mac & White Cheddar Cheese,3.99,3.5,3.15,0.122807018,0.210526316,0.087719298,0% to 25%
1219,Back to Nature,Whole Lotta Love Hemp Heart Crackers Raisin Pecan,5.49,4.99,4.49,0.091074681,0.182149362,0.091074681,0% to 25%
1220,Nature's Path Organic,Flax Plus Instant Oatmeal,4.29,3.49,3.14,0.186480186,0.268065268,0.081585082,25% to 50%
1221,HYDRO FLASK,32 Oz Wide Mouth With Flex Cap Olive 2.0,44.95,0,31.46,1,0.300111235,-0.699888765,25% to 50%
1222,Follow Your Heart,Vegan Thousand Island Salad Dressing 12 oz,3.99,3.29,2.96,0.175438596,0.258145363,0.082706767,25% to 50%
1223,Rhythm Superfoods,Organic Naked Carrot Sticks,3.99,3.75,3.375,0.060150376,0.154135338,0.093984962,0% to 25%
1224,SEVENTH GENERATION,Citrus Ginger Dish Liquid,3.49,3,2.7,0.140401146,0.226361032,0.085959885,0% to 25%
1225,Clio,Berry Acai Less Sugar Yogurt Bar,1.99,1.666666667,1.5,0.162479062,0.246231156,0.083752094,0% to 25%
1226,Giovanni Cosmetics,2chic Avacado & Olive Oil Conditioner,19.99,15.49,13.94,0.225112556,0.302651326,0.077538769,25% to 50%
1227,SEVENTH GENERATION,Fabric Softener,5.49,5.29,4.76,0.036429872,0.132969035,0.096539162,0% to 25%
1228,Giovanni Cosmetics,Spritz L.a. Hold Hair,8.49,6.79,6.11,0.200235571,0.2803298,0.080094229,25% to 50%
1229,ANDALOU NATURALS,Probiotic Renewal Cream,24.99,19.99,17.99,0.200080032,0.280112045,0.080032013,25% to 50%
1230,Saffron Road,Korean Bbq Crunchy Chickpeas,4.39,3.49,3.14,0.20501139,0.284738041,0.079726651,25% to 50%
1231,Bob's Red Mill,Egg Replacer,4.19,3.19,2.87,0.238663484,0.3150358,0.076372315,25% to 50%
1232,Ascent,Orange Mango Pre-workout Hydration Fuel,39.99,33.99,30.59,0.150037509,0.235058765,0.085021255,0% to 25%
1233,Seven Sundays,Grain Free Cereal,7.49,5.99,5.39,0.200267023,0.280373832,0.080106809,25% to 50%
1234,ANDALOU NATURALS,Cream Happy Day Cannacell,19.99,15.99,14.39,0.20010005,0.28014007,0.08004002,25% to 50%
1235,Solely,Organic Pineapple Fruit Jerky,1.69,1,0.9,0.408284024,0.467455621,0.059171598,25% to 50%
1236,Enlightened,Sugar Free Cones,5.99,4.49,4.04,0.250417362,0.325542571,0.075125209,25% to 50%
1237,SEVENTH GENERATION,Power Clean 95oz,15.79,12.49,11.24,0.208993034,0.288157061,0.079164028,25% to 50%
1238,ALAFFIA,Unscented Whipped Shea Butter and Coconut Oil,14.99,12.79,11.51,0.14676451,0.23215477,0.08539026,0% to 25%
1239,Lifeway,Organic Lowfat Peach Kefir,4.99,3.99,3.59,0.200400802,0.280561122,0.080160321,25% to 50%
1240,Biena Snacks,Buffalo Chickpea Snacks,4.19,3.99,3.59,0.047732697,0.143198091,0.095465394,0% to 25%
1241,Giovanni Cosmetics,Smooth Silk Travel Conditioner,9.79,7.29,6.56,0.255362615,0.329928498,0.074565884,25% to 50%
1242,ANDALOU NATURALS,1000 Roses Soothing Body Lotion,9.49,7.69,6.92,0.18967334,0.27081138,0.08113804,25% to 50%
1243,ParmCrisps,Plant Based Sea Salt Crisps,3.99,2.666666667,2.4,0.33166249,0.398496241,0.066833751,25% to 50%
1244,Frontera,Red Chile Enchilada Sauce,2.69,1.69,1.52,0.371747212,0.434944238,0.063197026,25% to 50%
1245,Health Valley,Organic Cream Of Mushroom Soup,3.69,3,2.7,0.18699187,0.268292683,0.081300813,25% to 50%
1246,truRoots,Organic Whole Grain Sprouted Quinoa,7.69,6.99,6.29,0.091027308,0.182054616,0.091027308,0% to 25%
1247,La Tourangelle,Toasted Sesame Oil,12.99,10.49,9.44,0.192455735,0.273287144,0.080831409,25% to 50%
1248,Purely Elizabeth,Vanilla Pecan Collagen Protein Oats,2.99,1.99,1.79,0.334448161,0.401337793,0.066889632,25% to 50%
1249,Plant Fusion,Vanilla Plant Protein,50.49,44.49,40.04,0.118835413,0.206971678,0.088136265,0% to 25%
1250,A Dozen Cousins,Trini Chickpea Curry,3.99,3.49,3.14,0.125313283,0.213032581,0.087719298,0% to 25%
1251,Jason Natural Products,Powersmile Plus Coq10 Gel Toothpaste,4.99,4.29,3.86,0.140280561,0.226452906,0.086172345,0% to 25%
1252,Wedderspoon,Organic Manuka Honey Drops Eucalyptus,11.99,9.79,8.81,0.183486239,0.265221018,0.081734779,25% to 50%
1253,ANDALOU NATURALS,Instant Brighten Facial Mask,4.99,3.99,3.59,0.200400802,0.280561122,0.080160321,25% to 50%
1254,Himalaya®,PartySmart 6 Count,12.49,10.49,9.44,0.160128102,0.244195356,0.084067254,0% to 25%
1255,Biena Snacks,Lil' Bit of Everything Chickpea Snacks,4.19,3.99,3.59,0.047732697,0.143198091,0.095465394,0% to 25%
1256,GoMacro,Organic Peanut Butter Cup Kids Bars,7.29,6.29,5.66,0.137174211,0.223593964,0.086419753,0% to 25%
1257,Dr. Praeger's,Buffalo Chick'n Sliders,2.99,2.5,2.25,0.163879599,0.247491639,0.08361204,0% to 25%
1258,Seven Sundays,Gluten Free Muesli Wild & Free Blueberry Chia Mix,5.79,4.99,4.49,0.138169257,0.224525043,0.086355786,0% to 25%
1259,Minna,Organic Sparkling Iced Tea - Lime Hibiscus Rooibos Tea,2.19,2,1.8,0.086757991,0.178082192,0.091324201,0% to 25%
1260,Bulletproof,Vanilla Cookie Chocolate Fudge Collagen Protein Bar,2.69,2,1.8,0.256505576,0.330855019,0.074349442,25% to 50%
1261,New Chapter,Every Man™'s One Daily Whole-Food Multivitamin,47.49,37.99,34.19,0.200042114,0.28005896,0.080016846,25% to 50%
1262,Wedderspoon,Organic Manuka Honey Drops Honey,11.99,10.29,9.26,0.141784821,0.227689741,0.085904921,0% to 25%
1263,Solely,Organic Mango & Guava Fruit Gummies,4.49,3.99,3.59,0.111358575,0.200445434,0.08908686,0% to 25%
1264,Zevia,Raspberry Lime Energy Drink,1.79,1.666666667,1.5,0.068901304,0.162011173,0.09310987,0% to 25%
1265,Mother in Law's Kimchi,Fermented Concentrate Spicy Chile Paste,8.29,7.99,7.19,0.036188179,0.132689988,0.096501809,0% to 25%
1266,New Chapter,Perfect Prenatal™ Whole-Food Multivitamin,42.49,33.49,30.14,0.211814545,0.290656625,0.07884208,25% to 50%
1267,DESERT ESSENCE,Organic Jojoba Oil,14.49,12.29,11.06,0.151828847,0.236714976,0.084886128,0% to 25%
